condition	seed	task_index	task	export_path	source	generated_with_parent	missing_parent_rows	selected_top_n	valid_selected
low-only	0	10	Osimertinib_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_10_Osimertinib_MPO/compare_GuacaMol_20260825_100325/runs/spectralmol/seed_0/case_GuacaMol_20260825_100326/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_03_29/2026_08_25_evolution_ga_Osimertinib_MPO/generator_top_molecules_lineage.csv	top-lineage	195	0	100	100
low-only	0	11	Fexofenadine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_11_Fexofenadine_MPO/compare_GuacaMol_20260825_100328/runs/spectralmol/seed_0/case_GuacaMol_20260825_100329/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_03_32/2026_08_25_evolution_ga_Fexofenadine_MPO/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	0	12	Ranolazine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_12_Ranolazine_MPO/compare_GuacaMol_20260825_100332/runs/spectralmol/seed_0/case_GuacaMol_20260825_100332/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_03_35/2026_08_25_evolution_ga_Ranolazine_MPO/generator_top_molecules_lineage.csv	top-lineage	199	0	100	100
low-only	0	13	Perindopril_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_13_Perindopril_MPO/compare_GuacaMol_20260825_100333/runs/spectralmol/seed_0/case_GuacaMol_20260825_100334/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_03_37/2026_08_25_evolution_ga_Perindopril_MPO/generator_top_molecules_lineage.csv	top-lineage	34	0	34	34
low-only	0	14	Amlodipine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_14_Amlodipine_MPO/compare_GuacaMol_20260825_100343/runs/spectralmol/seed_0/case_GuacaMol_20260825_100344/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_03_47/2026_08_25_evolution_ga_Amlodipine_MPO/generator_top_molecules_lineage.csv	top-lineage	72	17	72	72
low-only	0	15	Sitagliptin_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_15_Sitagliptin_MPO/compare_GuacaMol_20260825_100345/runs/spectralmol/seed_0/case_GuacaMol_20260825_100345/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_03_48/2026_08_25_evolution_ga_Sitagliptin_MPO/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	0	16	Zaleplon_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_16_Zaleplon_MPO/compare_GuacaMol_20260825_100356/runs/spectralmol/seed_0/case_GuacaMol_20260825_100356/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_03_59/2026_08_25_evolution_ga_Zaleplon_MPO/generator_top_molecules_lineage.csv	top-lineage	159	0	100	100
low-only	0	17	Valsartan_smarts	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_17_Valsartan_smarts/compare_GuacaMol_20260825_100356/runs/spectralmol/seed_0/case_GuacaMol_20260825_100356/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_03_59/2026_08_25_evolution_ga_Valsartan_smarts/generator_top_molecules_lineage.csv	top-lineage	159	0	100	100
low-only	0	18	Deco_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_18_Deco_hop/compare_GuacaMol_20260825_100356/runs/spectralmol/seed_0/case_GuacaMol_20260825_100357/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_04_00/2026_08_25_evolution_ga_Deco_hop/generator_top_molecules_lineage.csv	top-lineage	104	0	100	100
low-only	0	19	Scaffold_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_19_Scaffold_hop/compare_GuacaMol_20260825_100356/runs/spectralmol/seed_0/case_GuacaMol_20260825_100357/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_03_59/2026_08_25_evolution_ga_Scaffold_hop/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	0	1	Troglitazone_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260825_100230/runs/spectralmol/seed_0/case_GuacaMol_20260825_100230/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_02_33/2026_08_25_evolution_ga_Troglitazone_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	0	2	Thiothixene_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260825_100230/runs/spectralmol/seed_0/case_GuacaMol_20260825_100231/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_02_35/2026_08_25_evolution_ga_Thiothixene_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	0	3	Aripiprazole_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_3_Aripiprazole_similarity/compare_GuacaMol_20260825_100233/runs/spectralmol/seed_0/case_GuacaMol_20260825_100233/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_02_36/2026_08_25_evolution_ga_Aripiprazole_similarity/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	0	4	Albuterol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_4_Albuterol_similarity/compare_GuacaMol_20260825_100239/runs/spectralmol/seed_0/case_GuacaMol_20260825_100239/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_02_42/2026_08_25_evolution_ga_Albuterol_similarity/generator_top_molecules_lineage.csv	top-lineage	198	0	100	100
low-only	0	5	Mestranol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_5_Mestranol_similarity/compare_GuacaMol_20260825_100246/runs/spectralmol/seed_0/case_GuacaMol_20260825_100247/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_02_49/2026_08_25_evolution_ga_Mestranol_similarity/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	0	6	C11H24	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_6_C11H24/compare_GuacaMol_20260825_100259/runs/spectralmol/seed_0/case_GuacaMol_20260825_100300/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_03_03/2026_08_25_evolution_ga_C11H24/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	0	7	C9H10N2O2PF2Cl	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260825_100306/runs/spectralmol/seed_0/case_GuacaMol_20260825_100307/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_03_10/2026_08_25_evolution_ga_C9H10N2O2PF2Cl/generator_top_molecules_lineage.csv	top-lineage	199	0	100	100
low-only	0	8	Median_molecules_1	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_8_Median_molecules_1/compare_GuacaMol_20260825_100317/runs/spectralmol/seed_0/case_GuacaMol_20260825_100318/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_03_20/2026_08_25_evolution_ga_Median_molecules_1/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	0	9	Median_molecules_2	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_0/task_9_Median_molecules_2/compare_GuacaMol_20260825_100322/runs/spectralmol/seed_0/case_GuacaMol_20260825_100323/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_03_26/2026_08_25_evolution_ga_Median_molecules_2/generator_top_molecules_lineage.csv	top-lineage	174	0	100	100
low-only	1	0	Celecoxib_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260825_100358/runs/spectralmol/seed_1/case_GuacaMol_20260825_100359/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_04_03/2026_08_25_evolution_ga_Celecoxib_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	1	10	Osimertinib_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_10_Osimertinib_MPO/compare_GuacaMol_20260825_100500/runs/spectralmol/seed_1/case_GuacaMol_20260825_100501/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_05_05/2026_08_25_evolution_ga_Osimertinib_MPO/generator_top_molecules_lineage.csv	top-lineage	143	0	100	100
low-only	1	11	Fexofenadine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_11_Fexofenadine_MPO/compare_GuacaMol_20260825_100502/runs/spectralmol/seed_1/case_GuacaMol_20260825_100502/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_05_05/2026_08_25_evolution_ga_Fexofenadine_MPO/generator_top_molecules_lineage.csv	top-lineage	199	1	100	100
low-only	1	12	Ranolazine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_12_Ranolazine_MPO/compare_GuacaMol_20260825_100515/runs/spectralmol/seed_1/case_GuacaMol_20260825_100515/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_05_18/2026_08_25_evolution_ga_Ranolazine_MPO/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	1	13	Perindopril_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_13_Perindopril_MPO/compare_GuacaMol_20260825_100523/runs/spectralmol/seed_1/case_GuacaMol_20260825_100524/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_05_27/2026_08_25_evolution_ga_Perindopril_MPO/generator_top_molecules_lineage.csv	top-lineage	43	0	43	43
low-only	1	14	Amlodipine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_14_Amlodipine_MPO/compare_GuacaMol_20260825_100532/runs/spectralmol/seed_1/case_GuacaMol_20260825_100533/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_05_36/2026_08_25_evolution_ga_Amlodipine_MPO/generator_top_molecules_lineage.csv	top-lineage	44	20	44	44
low-only	1	15	Sitagliptin_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_15_Sitagliptin_MPO/compare_GuacaMol_20260825_100532/runs/spectralmol/seed_1/case_GuacaMol_20260825_100532/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_05_35/2026_08_25_evolution_ga_Sitagliptin_MPO/generator_top_molecules_lineage.csv	top-lineage	199	1	100	100
low-only	1	16	Zaleplon_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_16_Zaleplon_MPO/compare_GuacaMol_20260825_100533/runs/spectralmol/seed_1/case_GuacaMol_20260825_100533/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_05_36/2026_08_25_evolution_ga_Zaleplon_MPO/generator_top_molecules_lineage.csv	top-lineage	119	0	100	100
low-only	1	17	Valsartan_smarts	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_17_Valsartan_smarts/compare_GuacaMol_20260825_100533/runs/spectralmol/seed_1/case_GuacaMol_20260825_100534/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_05_37/2026_08_25_evolution_ga_Valsartan_smarts/generator_top_molecules_lineage.csv	top-lineage	164	0	100	100
low-only	1	18	Deco_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_18_Deco_hop/compare_GuacaMol_20260825_100536/runs/spectralmol/seed_1/case_GuacaMol_20260825_100537/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_05_40/2026_08_25_evolution_ga_Deco_hop/generator_top_molecules_lineage.csv	top-lineage	48	0	48	48
low-only	1	19	Scaffold_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_19_Scaffold_hop/compare_GuacaMol_20260825_100540/runs/spectralmol/seed_1/case_GuacaMol_20260825_100540/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_05_43/2026_08_25_evolution_ga_Scaffold_hop/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	1	1	Troglitazone_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260825_100406/runs/spectralmol/seed_1/case_GuacaMol_20260825_100407/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_04_10/2026_08_25_evolution_ga_Troglitazone_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	1	2	Thiothixene_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260825_100406/runs/spectralmol/seed_1/case_GuacaMol_20260825_100406/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_04_09/2026_08_25_evolution_ga_Thiothixene_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	1	3	Aripiprazole_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_3_Aripiprazole_similarity/compare_GuacaMol_20260825_100421/runs/spectralmol/seed_1/case_GuacaMol_20260825_100421/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_04_24/2026_08_25_evolution_ga_Aripiprazole_similarity/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	1	4	Albuterol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_4_Albuterol_similarity/compare_GuacaMol_20260825_100421/runs/spectralmol/seed_1/case_GuacaMol_20260825_100421/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_04_24/2026_08_25_evolution_ga_Albuterol_similarity/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	1	5	Mestranol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_5_Mestranol_similarity/compare_GuacaMol_20260825_100429/runs/spectralmol/seed_1/case_GuacaMol_20260825_100429/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_04_32/2026_08_25_evolution_ga_Mestranol_similarity/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	1	6	C11H24	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_6_C11H24/compare_GuacaMol_20260825_100436/runs/spectralmol/seed_1/case_GuacaMol_20260825_100436/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_04_39/2026_08_25_evolution_ga_C11H24/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	1	7	C9H10N2O2PF2Cl	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260825_100451/runs/spectralmol/seed_1/case_GuacaMol_20260825_100452/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_04_55/2026_08_25_evolution_ga_C9H10N2O2PF2Cl/generator_top_molecules_lineage.csv	top-lineage	198	0	100	100
low-only	1	8	Median_molecules_1	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_8_Median_molecules_1/compare_GuacaMol_20260825_100451/runs/spectralmol/seed_1/case_GuacaMol_20260825_100452/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_04_56/2026_08_25_evolution_ga_Median_molecules_1/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	1	9	Median_molecules_2	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_1/task_9_Median_molecules_2/compare_GuacaMol_20260825_100457/runs/spectralmol/seed_1/case_GuacaMol_20260825_100457/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_05_00/2026_08_25_evolution_ga_Median_molecules_2/generator_top_molecules_lineage.csv	top-lineage	196	0	100	100
low-only	2	0	Celecoxib_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260825_100548/runs/spectralmol/seed_2/case_GuacaMol_20260825_100549/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_05_52/2026_08_25_evolution_ga_Celecoxib_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	2	10	Osimertinib_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_10_Osimertinib_MPO/compare_GuacaMol_20260825_100640/runs/spectralmol/seed_2/case_GuacaMol_20260825_100640/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_06_43/2026_08_25_evolution_ga_Osimertinib_MPO/generator_top_molecules_lineage.csv	top-lineage	125	0	100	100
low-only	2	11	Fexofenadine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_11_Fexofenadine_MPO/compare_GuacaMol_20260825_100655/runs/spectralmol/seed_2/case_GuacaMol_20260825_100655/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_06_58/2026_08_25_evolution_ga_Fexofenadine_MPO/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	2	12	Ranolazine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_12_Ranolazine_MPO/compare_GuacaMol_20260825_100658/runs/spectralmol/seed_2/case_GuacaMol_20260825_100658/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_07_01/2026_08_25_evolution_ga_Ranolazine_MPO/generator_top_molecules_lineage.csv	top-lineage	140	0	100	100
low-only	2	13	Perindopril_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_13_Perindopril_MPO/compare_GuacaMol_20260825_100718/runs/spectralmol/seed_2/case_GuacaMol_20260825_100719/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_07_22/2026_08_25_evolution_ga_Perindopril_MPO/generator_top_molecules_lineage.csv	top-lineage	45	0	45	45
low-only	2	14	Amlodipine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_14_Amlodipine_MPO/compare_GuacaMol_20260825_100718/runs/spectralmol/seed_2/case_GuacaMol_20260825_100718/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_07_21/2026_08_25_evolution_ga_Amlodipine_MPO/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	2	15	Sitagliptin_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_15_Sitagliptin_MPO/compare_GuacaMol_20260825_100718/runs/spectralmol/seed_2/case_GuacaMol_20260825_100718/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_07_21/2026_08_25_evolution_ga_Sitagliptin_MPO/generator_top_molecules_lineage.csv	top-lineage	199	0	100	100
low-only	2	16	Zaleplon_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_16_Zaleplon_MPO/compare_GuacaMol_20260825_100721/runs/spectralmol/seed_2/case_GuacaMol_20260825_100722/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_07_25/2026_08_25_evolution_ga_Zaleplon_MPO/generator_top_molecules_lineage.csv	top-lineage	188	0	100	100
low-only	2	17	Valsartan_smarts	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_17_Valsartan_smarts/compare_GuacaMol_20260825_100722/runs/spectralmol/seed_2/case_GuacaMol_20260825_100722/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_07_25/2026_08_25_evolution_ga_Valsartan_smarts/generator_top_molecules_lineage.csv	top-lineage	161	0	100	100
low-only	2	18	Deco_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_18_Deco_hop/compare_GuacaMol_20260825_100725/runs/spectralmol/seed_2/case_GuacaMol_20260825_100725/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_07_28/2026_08_25_evolution_ga_Deco_hop/generator_top_molecules_lineage.csv	top-lineage	51	0	51	51
low-only	2	19	Scaffold_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_19_Scaffold_hop/compare_GuacaMol_20260825_100739/runs/spectralmol/seed_2/case_GuacaMol_20260825_100741/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_07_49/2026_08_25_evolution_ga_Scaffold_hop/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	2	1	Troglitazone_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260825_100551/runs/spectralmol/seed_2/case_GuacaMol_20260825_100551/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_05_54/2026_08_25_evolution_ga_Troglitazone_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	2	2	Thiothixene_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260825_100555/runs/spectralmol/seed_2/case_GuacaMol_20260825_100556/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_05_59/2026_08_25_evolution_ga_Thiothixene_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	2	3	Aripiprazole_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_3_Aripiprazole_similarity/compare_GuacaMol_20260825_100559/runs/spectralmol/seed_2/case_GuacaMol_20260825_100559/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_06_02/2026_08_25_evolution_ga_Aripiprazole_similarity/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	2	4	Albuterol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_4_Albuterol_similarity/compare_GuacaMol_20260825_100607/runs/spectralmol/seed_2/case_GuacaMol_20260825_100608/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_06_12/2026_08_25_evolution_ga_Albuterol_similarity/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	2	5	Mestranol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_5_Mestranol_similarity/compare_GuacaMol_20260825_100612/runs/spectralmol/seed_2/case_GuacaMol_20260825_100612/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_06_15/2026_08_25_evolution_ga_Mestranol_similarity/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	2	6	C11H24	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_6_C11H24/compare_GuacaMol_20260825_100619/runs/spectralmol/seed_2/case_GuacaMol_20260825_100619/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_06_22/2026_08_25_evolution_ga_C11H24/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	2	7	C9H10N2O2PF2Cl	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260825_100622/runs/spectralmol/seed_2/case_GuacaMol_20260825_100623/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_06_25/2026_08_25_evolution_ga_C9H10N2O2PF2Cl/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	2	8	Median_molecules_1	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_8_Median_molecules_1/compare_GuacaMol_20260825_100625/runs/spectralmol/seed_2/case_GuacaMol_20260825_100625/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_06_28/2026_08_25_evolution_ga_Median_molecules_1/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	2	9	Median_molecules_2	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_2/task_9_Median_molecules_2/compare_GuacaMol_20260825_100637/runs/spectralmol/seed_2/case_GuacaMol_20260825_100638/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_06_41/2026_08_25_evolution_ga_Median_molecules_2/generator_top_molecules_lineage.csv	top-lineage	199	0	100	100
low-only	3	0	Celecoxib_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_3/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260825_100741/runs/spectralmol/seed_3/case_GuacaMol_20260825_100742/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_07_46/2026_08_25_evolution_ga_Celecoxib_rediscovery/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	3	10	Osimertinib_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_3/task_10_Osimertinib_MPO/compare_GuacaMol_20260825_100824/runs/spectralmol/seed_3/case_GuacaMol_20260825_100825/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_08_28/2026_08_25_evolution_ga_Osimertinib_MPO/generator_top_molecules_lineage.csv	top-lineage	157	0	100	100
low-only	3	11	Fexofenadine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_3/task_11_Fexofenadine_MPO/compare_GuacaMol_20260825_100828/runs/spectralmol/seed_3/case_GuacaMol_20260825_100829/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_08_32/2026_08_25_evolution_ga_Fexofenadine_MPO/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
low-only	3	12	Ranolazine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/low-only/seed_3/task_12_Ranolazine_MPO/compare_GuacaMol_20260825_100828/runs/spectralmol/seed_3/case_GuacaMol_20260825_100829/benchmark_runs/2026_08_25_evolution_ga_benchmark_10_08_33/2026_08_25_evolution_ga_Ranolazine_MPO/generator_top_molecules_lineage.csv	top-lineage	144	0	100	100
