condition	seed	task_index	task	export_path	source	generated_with_parent	missing_parent_rows	selected_top_n	valid_selected
full-spectrum	5	9	Median_molecules_2	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/full-spectrum/seed_5/task_9_Median_molecules_2/compare_GuacaMol_20260825_095151/runs/spectralmol/seed_5/case_GuacaMol_20260825_095152/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_51_54/2026_08_25_evolution_ga_Median_molecules_2/generator_top_molecules_lineage.csv	top-lineage	14	0	14	14
high-only	0	0	Celecoxib_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260825_095230/runs/spectralmol/seed_0/case_GuacaMol_20260825_095232/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_52_36/2026_08_25_evolution_ga_Celecoxib_rediscovery/generator_top_molecules_lineage.csv	top-lineage	70	0	70	70
high-only	0	10	Osimertinib_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_10_Osimertinib_MPO/compare_GuacaMol_20260825_095346/runs/spectralmol/seed_0/case_GuacaMol_20260825_095346/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_53_49/2026_08_25_evolution_ga_Osimertinib_MPO/generator_top_molecules_lineage.csv	top-lineage	49	0	49	49
high-only	0	11	Fexofenadine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_11_Fexofenadine_MPO/compare_GuacaMol_20260825_095346/runs/spectralmol/seed_0/case_GuacaMol_20260825_095347/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_53_49/2026_08_25_evolution_ga_Fexofenadine_MPO/generator_top_molecules_lineage.csv	top-lineage	52	10	52	52
high-only	0	12	Ranolazine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_12_Ranolazine_MPO/compare_GuacaMol_20260825_095348/runs/spectralmol/seed_0/case_GuacaMol_20260825_095349/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_53_52/2026_08_25_evolution_ga_Ranolazine_MPO/generator_top_molecules_lineage.csv	top-lineage	11	0	11	11
high-only	0	13	Perindopril_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_13_Perindopril_MPO/compare_GuacaMol_20260825_095351/runs/spectralmol/seed_0/case_GuacaMol_20260825_095352/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_53_55/2026_08_25_evolution_ga_Perindopril_MPO/generator_top_molecules_lineage.csv	top-lineage	20	0	20	20
high-only	0	14	Amlodipine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_14_Amlodipine_MPO/compare_GuacaMol_20260825_095357/runs/spectralmol/seed_0/case_GuacaMol_20260825_095357/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_54_00/2026_08_25_evolution_ga_Amlodipine_MPO/generator_top_molecules_lineage.csv	top-lineage	11	2	11	11
high-only	0	15	Sitagliptin_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_15_Sitagliptin_MPO/compare_GuacaMol_20260825_095405/runs/spectralmol/seed_0/case_GuacaMol_20260825_095407/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_54_17/2026_08_25_evolution_ga_Sitagliptin_MPO/generator_top_molecules_lineage.csv	top-lineage	100	11	100	100
high-only	0	16	Zaleplon_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_16_Zaleplon_MPO/compare_GuacaMol_20260825_095407/runs/spectralmol/seed_0/case_GuacaMol_20260825_095408/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_54_10/2026_08_25_evolution_ga_Zaleplon_MPO/generator_top_molecules_lineage.csv	top-lineage	95	0	95	95
high-only	0	17	Valsartan_smarts	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_17_Valsartan_smarts/compare_GuacaMol_20260825_095408/runs/spectralmol/seed_0/case_GuacaMol_20260825_095409/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_54_12/2026_08_25_evolution_ga_Valsartan_smarts/generator_top_molecules_lineage.csv	top-lineage	107	0	100	100
high-only	0	18	Deco_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_18_Deco_hop/compare_GuacaMol_20260825_095411/runs/spectralmol/seed_0/case_GuacaMol_20260825_095412/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_54_15/2026_08_25_evolution_ga_Deco_hop/generator_top_molecules_lineage.csv	top-lineage	30	0	30	30
high-only	0	19	Scaffold_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_19_Scaffold_hop/compare_GuacaMol_20260825_095416/runs/spectralmol/seed_0/case_GuacaMol_20260825_095417/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_54_19/2026_08_25_evolution_ga_Scaffold_hop/generator_top_molecules_lineage.csv	top-lineage	53	0	53	53
high-only	0	1	Troglitazone_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260825_095239/runs/spectralmol/seed_0/case_GuacaMol_20260825_095239/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_52_42/2026_08_25_evolution_ga_Troglitazone_rediscovery/generator_top_molecules_lineage.csv	top-lineage	114	0	100	100
high-only	0	2	Thiothixene_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260825_095242/runs/spectralmol/seed_0/case_GuacaMol_20260825_095242/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_52_45/2026_08_25_evolution_ga_Thiothixene_rediscovery/generator_top_molecules_lineage.csv	top-lineage	92	0	92	92
high-only	0	3	Aripiprazole_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_3_Aripiprazole_similarity/compare_GuacaMol_20260825_095249/runs/spectralmol/seed_0/case_GuacaMol_20260825_095250/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_52_52/2026_08_25_evolution_ga_Aripiprazole_similarity/generator_top_molecules_lineage.csv	top-lineage	113	0	100	100
high-only	0	4	Albuterol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_4_Albuterol_similarity/compare_GuacaMol_20260825_095255/runs/spectralmol/seed_0/case_GuacaMol_20260825_095255/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_52_58/2026_08_25_evolution_ga_Albuterol_similarity/generator_top_molecules_lineage.csv	top-lineage	156	0	100	100
high-only	0	5	Mestranol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_5_Mestranol_similarity/compare_GuacaMol_20260825_095305/runs/spectralmol/seed_0/case_GuacaMol_20260825_095306/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_53_09/2026_08_25_evolution_ga_Mestranol_similarity/generator_top_molecules_lineage.csv	top-lineage	199	0	100	100
high-only	0	6	C11H24	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_6_C11H24/compare_GuacaMol_20260825_095315/runs/spectralmol/seed_0/case_GuacaMol_20260825_095316/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_53_19/2026_08_25_evolution_ga_C11H24/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
high-only	0	7	C9H10N2O2PF2Cl	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260825_095324/runs/spectralmol/seed_0/case_GuacaMol_20260825_095324/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_53_27/2026_08_25_evolution_ga_C9H10N2O2PF2Cl/generator_top_molecules_lineage.csv	top-lineage	194	0	100	100
high-only	0	8	Median_molecules_1	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_8_Median_molecules_1/compare_GuacaMol_20260825_095324/runs/spectralmol/seed_0/case_GuacaMol_20260825_095325/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_53_28/2026_08_25_evolution_ga_Median_molecules_1/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
high-only	0	9	Median_molecules_2	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_0/task_9_Median_molecules_2/compare_GuacaMol_20260825_095326/runs/spectralmol/seed_0/case_GuacaMol_20260825_095327/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_53_30/2026_08_25_evolution_ga_Median_molecules_2/generator_top_molecules_lineage.csv	top-lineage	29	0	29	29
high-only	1	0	Celecoxib_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260825_095417/runs/spectralmol/seed_1/case_GuacaMol_20260825_095418/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_54_21/2026_08_25_evolution_ga_Celecoxib_rediscovery/generator_top_molecules_lineage.csv	top-lineage	48	0	48	48
high-only	1	10	Osimertinib_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_10_Osimertinib_MPO/compare_GuacaMol_20260825_095515/runs/spectralmol/seed_1/case_GuacaMol_20260825_095516/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_55_18/2026_08_25_evolution_ga_Osimertinib_MPO/generator_top_molecules_lineage.csv	top-lineage	46	0	46	46
high-only	1	11	Fexofenadine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_11_Fexofenadine_MPO/compare_GuacaMol_20260825_095517/runs/spectralmol/seed_1/case_GuacaMol_20260825_095518/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_55_21/2026_08_25_evolution_ga_Fexofenadine_MPO/generator_top_molecules_lineage.csv	top-lineage	110	2	100	100
high-only	1	12	Ranolazine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_12_Ranolazine_MPO/compare_GuacaMol_20260825_095521/runs/spectralmol/seed_1/case_GuacaMol_20260825_095521/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_55_24/2026_08_25_evolution_ga_Ranolazine_MPO/generator_top_molecules_lineage.csv	top-lineage	5	0	5	5
high-only	1	13	Perindopril_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_13_Perindopril_MPO/compare_GuacaMol_20260825_095530/runs/spectralmol/seed_1/case_GuacaMol_20260825_095532/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_55_37/2026_08_25_evolution_ga_Perindopril_MPO/generator_top_molecules_lineage.csv	top-lineage	20	0	20	20
high-only	1	14	Amlodipine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_14_Amlodipine_MPO/compare_GuacaMol_20260825_095535/runs/spectralmol/seed_1/case_GuacaMol_20260825_095535/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_55_38/2026_08_25_evolution_ga_Amlodipine_MPO/generator_top_molecules_lineage.csv	top-lineage	13	1	13	13
high-only	1	15	Sitagliptin_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_15_Sitagliptin_MPO/compare_GuacaMol_20260825_095538/runs/spectralmol/seed_1/case_GuacaMol_20260825_095538/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_55_41/2026_08_25_evolution_ga_Sitagliptin_MPO/generator_top_molecules_lineage.csv	top-lineage	101	16	100	100
high-only	1	16	Zaleplon_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_16_Zaleplon_MPO/compare_GuacaMol_20260825_095545/runs/spectralmol/seed_1/case_GuacaMol_20260825_095546/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_55_49/2026_08_25_evolution_ga_Zaleplon_MPO/generator_top_molecules_lineage.csv	top-lineage	57	0	57	57
high-only	1	17	Valsartan_smarts	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_17_Valsartan_smarts/compare_GuacaMol_20260825_095546/runs/spectralmol/seed_1/case_GuacaMol_20260825_095546/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_55_49/2026_08_25_evolution_ga_Valsartan_smarts/generator_top_molecules_lineage.csv	top-lineage	114	0	100	100
high-only	1	18	Deco_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_18_Deco_hop/compare_GuacaMol_20260825_095549/runs/spectralmol/seed_1/case_GuacaMol_20260825_095550/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_55_53/2026_08_25_evolution_ga_Deco_hop/generator_top_molecules_lineage.csv	top-lineage	27	0	27	27
high-only	1	19	Scaffold_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_19_Scaffold_hop/compare_GuacaMol_20260825_095553/runs/spectralmol/seed_1/case_GuacaMol_20260825_095553/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_55_56/2026_08_25_evolution_ga_Scaffold_hop/generator_top_molecules_lineage.csv	top-lineage	43	0	43	43
high-only	1	1	Troglitazone_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260825_095420/runs/spectralmol/seed_1/case_GuacaMol_20260825_095421/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_54_23/2026_08_25_evolution_ga_Troglitazone_rediscovery/generator_top_molecules_lineage.csv	top-lineage	169	0	100	100
high-only	1	2	Thiothixene_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260825_095423/runs/spectralmol/seed_1/case_GuacaMol_20260825_095424/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_54_26/2026_08_25_evolution_ga_Thiothixene_rediscovery/generator_top_molecules_lineage.csv	top-lineage	28	0	28	28
high-only	1	3	Aripiprazole_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_3_Aripiprazole_similarity/compare_GuacaMol_20260825_095426/runs/spectralmol/seed_1/case_GuacaMol_20260825_095427/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_54_30/2026_08_25_evolution_ga_Aripiprazole_similarity/generator_top_molecules_lineage.csv	top-lineage	134	0	100	100
high-only	1	4	Albuterol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_4_Albuterol_similarity/compare_GuacaMol_20260825_095430/runs/spectralmol/seed_1/case_GuacaMol_20260825_095431/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_54_33/2026_08_25_evolution_ga_Albuterol_similarity/generator_top_molecules_lineage.csv	top-lineage	126	0	100	100
high-only	1	5	Mestranol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_5_Mestranol_similarity/compare_GuacaMol_20260825_095433/runs/spectralmol/seed_1/case_GuacaMol_20260825_095433/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_54_36/2026_08_25_evolution_ga_Mestranol_similarity/generator_top_molecules_lineage.csv	top-lineage	169	0	100	100
high-only	1	6	C11H24	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_6_C11H24/compare_GuacaMol_20260825_095439/runs/spectralmol/seed_1/case_GuacaMol_20260825_095441/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_54_46/2026_08_25_evolution_ga_C11H24/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
high-only	1	7	C9H10N2O2PF2Cl	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260825_095441/runs/spectralmol/seed_1/case_GuacaMol_20260825_095442/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_54_45/2026_08_25_evolution_ga_C9H10N2O2PF2Cl/generator_top_molecules_lineage.csv	top-lineage	198	0	100	100
high-only	1	8	Median_molecules_1	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_8_Median_molecules_1/compare_GuacaMol_20260825_095441/runs/spectralmol/seed_1/case_GuacaMol_20260825_095442/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_54_45/2026_08_25_evolution_ga_Median_molecules_1/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
high-only	1	9	Median_molecules_2	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_1/task_9_Median_molecules_2/compare_GuacaMol_20260825_095455/runs/spectralmol/seed_1/case_GuacaMol_20260825_095455/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_54_58/2026_08_25_evolution_ga_Median_molecules_2/generator_top_molecules_lineage.csv	top-lineage	25	0	25	25
high-only	2	0	Celecoxib_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260825_095555/runs/spectralmol/seed_2/case_GuacaMol_20260825_095556/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_55_59/2026_08_25_evolution_ga_Celecoxib_rediscovery/generator_top_molecules_lineage.csv	top-lineage	57	0	57	57
high-only	2	10	Osimertinib_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_10_Osimertinib_MPO/compare_GuacaMol_20260825_095650/runs/spectralmol/seed_2/case_GuacaMol_20260825_095651/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_56_55/2026_08_25_evolution_ga_Osimertinib_MPO/generator_top_molecules_lineage.csv	top-lineage	64	0	64	64
high-only	2	11	Fexofenadine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_11_Fexofenadine_MPO/compare_GuacaMol_20260825_095656/runs/spectralmol/seed_2/case_GuacaMol_20260825_095658/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_57_07/2026_08_25_evolution_ga_Fexofenadine_MPO/generator_top_molecules_lineage.csv	top-lineage	26	5	26	26
high-only	2	12	Ranolazine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_12_Ranolazine_MPO/compare_GuacaMol_20260825_095705/runs/spectralmol/seed_2/case_GuacaMol_20260825_095706/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_57_09/2026_08_25_evolution_ga_Ranolazine_MPO/generator_top_molecules_lineage.csv	top-lineage	8	0	8	8
high-only	2	13	Perindopril_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_13_Perindopril_MPO/compare_GuacaMol_20260825_095711/runs/spectralmol/seed_2/case_GuacaMol_20260825_095712/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_57_16/2026_08_25_evolution_ga_Perindopril_MPO/generator_top_molecules_lineage.csv	top-lineage	27	0	27	27
high-only	2	14	Amlodipine_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_14_Amlodipine_MPO/compare_GuacaMol_20260825_095714/runs/spectralmol/seed_2/case_GuacaMol_20260825_095714/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_57_17/2026_08_25_evolution_ga_Amlodipine_MPO/generator_top_molecules_lineage.csv	top-lineage	13	3	13	13
high-only	2	15	Sitagliptin_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_15_Sitagliptin_MPO/compare_GuacaMol_20260825_095718/runs/spectralmol/seed_2/case_GuacaMol_20260825_095718/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_57_21/2026_08_25_evolution_ga_Sitagliptin_MPO/generator_top_molecules_lineage.csv	top-lineage	120	9	100	100
high-only	2	16	Zaleplon_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_16_Zaleplon_MPO/compare_GuacaMol_20260825_095721/runs/spectralmol/seed_2/case_GuacaMol_20260825_095722/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_57_24/2026_08_25_evolution_ga_Zaleplon_MPO/generator_top_molecules_lineage.csv	top-lineage	77	0	77	77
high-only	2	17	Valsartan_smarts	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_17_Valsartan_smarts/compare_GuacaMol_20260825_095725/runs/spectralmol/seed_2/case_GuacaMol_20260825_095725/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_57_28/2026_08_25_evolution_ga_Valsartan_smarts/generator_top_molecules_lineage.csv	top-lineage	137	0	100	100
high-only	2	18	Deco_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_18_Deco_hop/compare_GuacaMol_20260825_095725/runs/spectralmol/seed_2/case_GuacaMol_20260825_095726/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_57_28/2026_08_25_evolution_ga_Deco_hop/generator_top_molecules_lineage.csv	top-lineage	32	0	32	32
high-only	2	19	Scaffold_hop	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_19_Scaffold_hop/compare_GuacaMol_20260825_095728/runs/spectralmol/seed_2/case_GuacaMol_20260825_095728/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_57_31/2026_08_25_evolution_ga_Scaffold_hop/generator_top_molecules_lineage.csv	top-lineage	33	0	33	33
high-only	2	1	Troglitazone_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260825_095601/runs/spectralmol/seed_2/case_GuacaMol_20260825_095602/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_56_05/2026_08_25_evolution_ga_Troglitazone_rediscovery/generator_top_molecules_lineage.csv	top-lineage	150	0	100	100
high-only	2	2	Thiothixene_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260825_095604/runs/spectralmol/seed_2/case_GuacaMol_20260825_095605/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_56_07/2026_08_25_evolution_ga_Thiothixene_rediscovery/generator_top_molecules_lineage.csv	top-lineage	66	0	66	66
high-only	2	3	Aripiprazole_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_3_Aripiprazole_similarity/compare_GuacaMol_20260825_095609/runs/spectralmol/seed_2/case_GuacaMol_20260825_095610/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_56_12/2026_08_25_evolution_ga_Aripiprazole_similarity/generator_top_molecules_lineage.csv	top-lineage	132	0	100	100
high-only	2	4	Albuterol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_4_Albuterol_similarity/compare_GuacaMol_20260825_095617/runs/spectralmol/seed_2/case_GuacaMol_20260825_095618/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_56_21/2026_08_25_evolution_ga_Albuterol_similarity/generator_top_molecules_lineage.csv	top-lineage	151	0	100	100
high-only	2	5	Mestranol_similarity	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_5_Mestranol_similarity/compare_GuacaMol_20260825_095632/runs/spectralmol/seed_2/case_GuacaMol_20260825_095632/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_56_35/2026_08_25_evolution_ga_Mestranol_similarity/generator_top_molecules_lineage.csv	top-lineage	177	0	100	100
high-only	2	6	C11H24	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_6_C11H24/compare_GuacaMol_20260825_095638/runs/spectralmol/seed_2/case_GuacaMol_20260825_095639/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_56_42/2026_08_25_evolution_ga_C11H24/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
high-only	2	7	C9H10N2O2PF2Cl	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260825_095641/runs/spectralmol/seed_2/case_GuacaMol_20260825_095641/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_56_44/2026_08_25_evolution_ga_C9H10N2O2PF2Cl/generator_top_molecules_lineage.csv	top-lineage	197	0	100	100
high-only	2	8	Median_molecules_1	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_8_Median_molecules_1/compare_GuacaMol_20260825_095648/runs/spectralmol/seed_2/case_GuacaMol_20260825_095649/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_56_53/2026_08_25_evolution_ga_Median_molecules_1/generator_top_molecules_lineage.csv	top-lineage	200	0	100	100
high-only	2	9	Median_molecules_2	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_2/task_9_Median_molecules_2/compare_GuacaMol_20260825_095650/runs/spectralmol/seed_2/case_GuacaMol_20260825_095651/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_56_54/2026_08_25_evolution_ga_Median_molecules_2/generator_top_molecules_lineage.csv	top-lineage	27	0	27	27
high-only	3	0	Celecoxib_rediscovery	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_3/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260825_095735/runs/spectralmol/seed_3/case_GuacaMol_20260825_095736/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_57_39/2026_08_25_evolution_ga_Celecoxib_rediscovery/generator_top_molecules_lineage.csv	top-lineage	61	0	61	61
high-only	3	10	Osimertinib_MPO	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_lineage_20260825_094359/high-only/seed_3/task_10_Osimertinib_MPO/compare_GuacaMol_20260825_095831/runs/spectralmol/seed_3/case_GuacaMol_20260825_095831/benchmark_runs/2026_08_25_evolution_ga_benchmark_09_58_34/2026_08_25_evolution_ga_Osimertinib_MPO/generator_top_molecules_lineage.csv	top-lineage	58	0	58	58
