condition	seed	task_index	task	export_path	source	initial_unique	generated_unique_novel	seed_duplicate_rows	selected_top_n	valid_selected
full-spectrum	5	1	Troglitazone_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_152107/runs/spectralmol/seed_5/case_GuacaMol_20260824_152110/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_21/2026_08_24_evolution_ga_Troglitazone_rediscovery/generator_top_molecules.csv	generator-top	256	198	2	100	100
full-spectrum	5	2	Thiothixene_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_152108/runs/spectralmol/seed_5/case_GuacaMol_20260824_152110/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_21/2026_08_24_evolution_ga_Thiothixene_rediscovery/generator_top_molecules.csv	generator-top	256	200	0	100	100
full-spectrum	5	3	Aripiprazole_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_152103/runs/spectralmol/seed_5/case_GuacaMol_20260824_152103/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_06/2026_08_24_evolution_ga_Aripiprazole_similarity/generator_top_molecules.csv	generator-top	256	200	0	100	100
full-spectrum	5	4	Albuterol_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_4_Albuterol_similarity/compare_GuacaMol_20260824_152102/runs/spectralmol/seed_5/case_GuacaMol_20260824_152102/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_05/2026_08_24_evolution_ga_Albuterol_similarity/generator_top_molecules.csv	generator-top	256	186	14	100	100
full-spectrum	5	5	Mestranol_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_5_Mestranol_similarity/compare_GuacaMol_20260824_152103/runs/spectralmol/seed_5/case_GuacaMol_20260824_152103/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_06/2026_08_24_evolution_ga_Mestranol_similarity/generator_top_molecules.csv	generator-top	256	200	0	100	100
full-spectrum	5	6	C11H24	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_6_C11H24/compare_GuacaMol_20260824_152102/runs/spectralmol/seed_5/case_GuacaMol_20260824_152102/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_05/2026_08_24_evolution_ga_C11H24/generator_top_molecules.csv	generator-top	256	200	0	100	100
full-spectrum	5	7	C9H10N2O2PF2Cl	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_152103/runs/spectralmol/seed_5/case_GuacaMol_20260824_152104/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_07/2026_08_24_evolution_ga_C9H10N2O2PF2Cl/generator_top_molecules.csv	generator-top	256	200	0	100	100
full-spectrum	5	8	Median_molecules_1	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_8_Median_molecules_1/compare_GuacaMol_20260824_152103/runs/spectralmol/seed_5/case_GuacaMol_20260824_152104/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_07/2026_08_24_evolution_ga_Median_molecules_1/generator_top_molecules.csv	generator-top	256	200	0	100	100
full-spectrum	5	9	Median_molecules_2	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_9_Median_molecules_2/compare_GuacaMol_20260824_152103/runs/spectralmol/seed_5/case_GuacaMol_20260824_152104/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_07/2026_08_24_evolution_ga_Median_molecules_2/generator_top_molecules.csv	generator-top	256	17	183	17	17
high-only	0	0	Celecoxib_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_152313/runs/spectralmol/seed_0/case_GuacaMol_20260824_152314/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_23_17/2026_08_24_evolution_ga_Celecoxib_rediscovery/generator_top_molecules.csv	generator-top	256	41	159	41	41
high-only	0	10	Osimertinib_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_152401/runs/spectralmol/seed_0/case_GuacaMol_20260824_152402/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_09/2026_08_24_evolution_ga_Osimertinib_MPO/generator_top_molecules.csv	generator-top	256	50	150	50	50
high-only	0	11	Fexofenadine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_152401/runs/spectralmol/seed_0/case_GuacaMol_20260824_152402/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_05/2026_08_24_evolution_ga_Fexofenadine_MPO/generator_top_molecules.csv	generator-top	256	73	127	73	73
high-only	0	12	Ranolazine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_152404/runs/spectralmol/seed_0/case_GuacaMol_20260824_152405/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_07/2026_08_24_evolution_ga_Ranolazine_MPO/generator_top_molecules.csv	generator-top	256	17	183	17	17
high-only	0	13	Perindopril_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_13_Perindopril_MPO/compare_GuacaMol_20260824_152412/runs/spectralmol/seed_0/case_GuacaMol_20260824_152414/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_24/2026_08_24_evolution_ga_Perindopril_MPO/generator_top_molecules.csv	generator-top	256	17	183	17	17
high-only	0	14	Amlodipine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_152407/runs/spectralmol/seed_0/case_GuacaMol_20260824_152408/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_10/2026_08_24_evolution_ga_Amlodipine_MPO/generator_top_molecules.csv	generator-top	256	21	179	21	21
high-only	0	15	Sitagliptin_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_152407/runs/spectralmol/seed_0/case_GuacaMol_20260824_152408/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_10/2026_08_24_evolution_ga_Sitagliptin_MPO/generator_top_molecules.csv	generator-top	256	105	95	100	100
high-only	0	16	Zaleplon_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_152407/runs/spectralmol/seed_0/case_GuacaMol_20260824_152408/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_10/2026_08_24_evolution_ga_Zaleplon_MPO/generator_top_molecules.csv	generator-top	256	82	118	82	82
high-only	0	17	Valsartan_smarts	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_17_Valsartan_smarts/compare_GuacaMol_20260824_152414/runs/spectralmol/seed_0/case_GuacaMol_20260824_152416/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_27/2026_08_24_evolution_ga_Valsartan_smarts/generator_top_molecules.csv	generator-top	256	107	93	100	100
high-only	0	18	Deco_hop	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_18_Deco_hop/compare_GuacaMol_20260824_152416/runs/spectralmol/seed_0/case_GuacaMol_20260824_152418/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_30/2026_08_24_evolution_ga_Deco_hop/generator_top_molecules.csv	generator-top	256	33	167	33	33
high-only	0	19	Scaffold_hop	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_19_Scaffold_hop/compare_GuacaMol_20260824_152418/runs/spectralmol/seed_0/case_GuacaMol_20260824_152420/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_30/2026_08_24_evolution_ga_Scaffold_hop/generator_top_molecules.csv	generator-top	256	49	151	49	49
high-only	0	1	Troglitazone_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_152319/runs/spectralmol/seed_0/case_GuacaMol_20260824_152320/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_23_23/2026_08_24_evolution_ga_Troglitazone_rediscovery/generator_top_molecules.csv	generator-top	256	104	96	100	100
high-only	0	2	Thiothixene_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_152326/runs/spectralmol/seed_0/case_GuacaMol_20260824_152327/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_23_30/2026_08_24_evolution_ga_Thiothixene_rediscovery/generator_top_molecules.csv	generator-top	256	81	119	81	81
high-only	0	3	Aripiprazole_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_152326/runs/spectralmol/seed_0/case_GuacaMol_20260824_152327/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_23_30/2026_08_24_evolution_ga_Aripiprazole_similarity/generator_top_molecules.csv	generator-top	256	53	147	53	53
high-only	0	4	Albuterol_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_4_Albuterol_similarity/compare_GuacaMol_20260824_152332/runs/spectralmol/seed_0/case_GuacaMol_20260824_152333/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_23_35/2026_08_24_evolution_ga_Albuterol_similarity/generator_top_molecules.csv	generator-top	256	156	44	100	100
high-only	0	5	Mestranol_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_5_Mestranol_similarity/compare_GuacaMol_20260824_152341/runs/spectralmol/seed_0/case_GuacaMol_20260824_152342/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_23_44/2026_08_24_evolution_ga_Mestranol_similarity/generator_top_molecules.csv	generator-top	256	199	1	100	100
high-only	0	6	C11H24	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_6_C11H24/compare_GuacaMol_20260824_152343/runs/spectralmol/seed_0/case_GuacaMol_20260824_152344/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_23_46/2026_08_24_evolution_ga_C11H24/generator_top_molecules.csv	generator-top	256	200	0	100	100
high-only	0	7	C9H10N2O2PF2Cl	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_152351/runs/spectralmol/seed_0/case_GuacaMol_20260824_152353/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_04/2026_08_24_evolution_ga_C9H10N2O2PF2Cl/generator_top_molecules.csv	generator-top	256	191	9	100	100
high-only	0	8	Median_molecules_1	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_8_Median_molecules_1/compare_GuacaMol_20260824_152350/runs/spectralmol/seed_0/case_GuacaMol_20260824_152350/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_23_53/2026_08_24_evolution_ga_Median_molecules_1/generator_top_molecules.csv	generator-top	256	200	0	100	100
high-only	0	9	Median_molecules_2	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_9_Median_molecules_2/compare_GuacaMol_20260824_152404/runs/spectralmol/seed_0/case_GuacaMol_20260824_152406/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_17/2026_08_24_evolution_ga_Median_molecules_2/generator_top_molecules.csv	generator-top	256	37	163	37	37
high-only	1	0	Celecoxib_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_152421/runs/spectralmol/seed_1/case_GuacaMol_20260824_152424/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_37/2026_08_24_evolution_ga_Celecoxib_rediscovery/generator_top_molecules.csv	generator-top	256	53	147	53	53
high-only	1	10	Osimertinib_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_152454/runs/spectralmol/seed_1/case_GuacaMol_20260824_152456/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_25_07/2026_08_24_evolution_ga_Osimertinib_MPO/generator_top_molecules.csv	generator-top	256	49	151	49	49
high-only	1	11	Fexofenadine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_152620/runs/spectralmol/seed_1/case_GuacaMol_20260824_152623/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_26_34/2026_08_24_evolution_ga_Fexofenadine_MPO/generator_top_molecules.csv	generator-top	256	33	167	33	33
high-only	1	12	Ranolazine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_152620/runs/spectralmol/seed_1/case_GuacaMol_20260824_152622/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_26_33/2026_08_24_evolution_ga_Ranolazine_MPO/generator_top_molecules.csv	generator-top	256	7	193	7	7
high-only	1	13	Perindopril_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_13_Perindopril_MPO/compare_GuacaMol_20260824_152620/runs/spectralmol/seed_1/case_GuacaMol_20260824_152622/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_26_33/2026_08_24_evolution_ga_Perindopril_MPO/generator_top_molecules.csv	generator-top	256	18	182	18	18
high-only	1	14	Amlodipine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_152621/runs/spectralmol/seed_1/case_GuacaMol_20260824_152623/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_26_36/2026_08_24_evolution_ga_Amlodipine_MPO/generator_top_molecules.csv	generator-top	256	12	188	12	12
high-only	1	15	Sitagliptin_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_152616/runs/spectralmol/seed_1/case_GuacaMol_20260824_152616/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_26_19/2026_08_24_evolution_ga_Sitagliptin_MPO/generator_top_molecules.csv	generator-top	256	117	83	100	100
high-only	1	16	Zaleplon_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_152616/runs/spectralmol/seed_1/case_GuacaMol_20260824_152616/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_26_19/2026_08_24_evolution_ga_Zaleplon_MPO/generator_top_molecules.csv	generator-top	256	49	151	49	49
high-only	1	17	Valsartan_smarts	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_17_Valsartan_smarts/compare_GuacaMol_20260824_152620/runs/spectralmol/seed_1/case_GuacaMol_20260824_152623/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_26_34/2026_08_24_evolution_ga_Valsartan_smarts/generator_top_molecules.csv	generator-top	256	110	90	100	100
high-only	1	18	Deco_hop	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_18_Deco_hop/compare_GuacaMol_20260824_152620/runs/spectralmol/seed_1/case_GuacaMol_20260824_152623/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_26_34/2026_08_24_evolution_ga_Deco_hop/generator_top_molecules.csv	generator-top	256	28	172	28	28
high-only	1	19	Scaffold_hop	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_19_Scaffold_hop/compare_GuacaMol_20260824_152616/runs/spectralmol/seed_1/case_GuacaMol_20260824_152617/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_26_20/2026_08_24_evolution_ga_Scaffold_hop/generator_top_molecules.csv	generator-top	256	67	133	67	67
high-only	1	1	Troglitazone_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_152425/runs/spectralmol/seed_1/case_GuacaMol_20260824_152427/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_40/2026_08_24_evolution_ga_Troglitazone_rediscovery/generator_top_molecules.csv	generator-top	256	79	121	79	79
high-only	1	2	Thiothixene_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_152423/runs/spectralmol/seed_1/case_GuacaMol_20260824_152424/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_27/2026_08_24_evolution_ga_Thiothixene_rediscovery/generator_top_molecules.csv	generator-top	256	45	155	45	45
high-only	1	3	Aripiprazole_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_152431/runs/spectralmol/seed_1/case_GuacaMol_20260824_152434/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_47/2026_08_24_evolution_ga_Aripiprazole_similarity/generator_top_molecules.csv	generator-top	256	126	74	100	100
high-only	1	4	Albuterol_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_4_Albuterol_similarity/compare_GuacaMol_20260824_152435/runs/spectralmol/seed_1/case_GuacaMol_20260824_152437/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_50/2026_08_24_evolution_ga_Albuterol_similarity/generator_top_molecules.csv	generator-top	256	176	24	100	100
high-only	1	5	Mestranol_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_5_Mestranol_similarity/compare_GuacaMol_20260824_152433/runs/spectralmol/seed_1/case_GuacaMol_20260824_152435/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_46/2026_08_24_evolution_ga_Mestranol_similarity/generator_top_molecules.csv	generator-top	256	177	23	100	100
high-only	1	6	C11H24	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_6_C11H24/compare_GuacaMol_20260824_152436/runs/spectralmol/seed_1/case_GuacaMol_20260824_152438/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_50/2026_08_24_evolution_ga_C11H24/generator_top_molecules.csv	generator-top	256	200	0	100	100
high-only	1	7	C9H10N2O2PF2Cl	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_152436/runs/spectralmol/seed_1/case_GuacaMol_20260824_152438/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_50/2026_08_24_evolution_ga_C9H10N2O2PF2Cl/generator_top_molecules.csv	generator-top	256	196	4	100	100
high-only	1	8	Median_molecules_1	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_8_Median_molecules_1/compare_GuacaMol_20260824_152443/runs/spectralmol/seed_1/case_GuacaMol_20260824_152445/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_57/2026_08_24_evolution_ga_Median_molecules_1/generator_top_molecules.csv	generator-top	256	200	0	100	100
high-only	1	9	Median_molecules_2	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_9_Median_molecules_2/compare_GuacaMol_20260824_152444/runs/spectralmol/seed_1/case_GuacaMol_20260824_152444/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_48/2026_08_24_evolution_ga_Median_molecules_2/generator_top_molecules.csv	generator-top	256	26	174	26	26
high-only	2	0	Celecoxib_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_152625/runs/spectralmol/seed_2/case_GuacaMol_20260824_152629/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_26_49/2026_08_24_evolution_ga_Celecoxib_rediscovery/generator_top_molecules.csv	generator-top	256	54	146	54	54
high-only	2	10	Osimertinib_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_152658/runs/spectralmol/seed_2/case_GuacaMol_20260824_152700/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_27_11/2026_08_24_evolution_ga_Osimertinib_MPO/generator_top_molecules.csv	generator-top	256	64	136	64	64
high-only	2	11	Fexofenadine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_152702/runs/spectralmol/seed_2/case_GuacaMol_20260824_152703/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_27_05/2026_08_24_evolution_ga_Fexofenadine_MPO/generator_top_molecules.csv	generator-top	256	33	167	33	33
high-only	2	12	Ranolazine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_152705/runs/spectralmol/seed_2/case_GuacaMol_20260824_152705/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_27_08/2026_08_24_evolution_ga_Ranolazine_MPO/generator_top_molecules.csv	generator-top	256	10	190	10	10
high-only	2	13	Perindopril_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_13_Perindopril_MPO/compare_GuacaMol_20260824_152705/runs/spectralmol/seed_2/case_GuacaMol_20260824_152705/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_27_08/2026_08_24_evolution_ga_Perindopril_MPO/generator_top_molecules.csv	generator-top	256	27	173	27	27
high-only	2	14	Amlodipine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_152719/runs/spectralmol/seed_2/case_GuacaMol_20260824_152721/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_27_32/2026_08_24_evolution_ga_Amlodipine_MPO/generator_top_molecules.csv	generator-top	256	19	181	19	19
high-only	2	15	Sitagliptin_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_152714/runs/spectralmol/seed_2/case_GuacaMol_20260824_152714/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_27_17/2026_08_24_evolution_ga_Sitagliptin_MPO/generator_top_molecules.csv	generator-top	256	131	69	100	100
high-only	2	16	Zaleplon_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_152725/runs/spectralmol/seed_2/case_GuacaMol_20260824_152727/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_27_38/2026_08_24_evolution_ga_Zaleplon_MPO/generator_top_molecules.csv	generator-top	256	44	156	44	44
high-only	2	17	Valsartan_smarts	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_17_Valsartan_smarts/compare_GuacaMol_20260824_152729/runs/spectralmol/seed_2/case_GuacaMol_20260824_152731/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_27_43/2026_08_24_evolution_ga_Valsartan_smarts/generator_top_molecules.csv	generator-top	256	135	65	100	100
high-only	2	18	Deco_hop	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_18_Deco_hop/compare_GuacaMol_20260824_152736/runs/spectralmol/seed_2/case_GuacaMol_20260824_152739/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_27_52/2026_08_24_evolution_ga_Deco_hop/generator_top_molecules.csv	generator-top	256	32	168	32	32
high-only	2	19	Scaffold_hop	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_19_Scaffold_hop/compare_GuacaMol_20260824_152730/runs/spectralmol/seed_2/case_GuacaMol_20260824_152731/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_27_33/2026_08_24_evolution_ga_Scaffold_hop/generator_top_molecules.csv	generator-top	256	55	145	55	55
high-only	2	1	Troglitazone_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_152618/runs/spectralmol/seed_2/case_GuacaMol_20260824_152619/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_26_21/2026_08_24_evolution_ga_Troglitazone_rediscovery/generator_top_molecules.csv	generator-top	256	74	126	74	74
high-only	2	2	Thiothixene_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_152618/runs/spectralmol/seed_2/case_GuacaMol_20260824_152619/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_26_21/2026_08_24_evolution_ga_Thiothixene_rediscovery/generator_top_molecules.csv	generator-top	256	53	147	53	53
high-only	2	3	Aripiprazole_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_152621/runs/spectralmol/seed_2/case_GuacaMol_20260824_152621/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_26_24/2026_08_24_evolution_ga_Aripiprazole_similarity/generator_top_molecules.csv	generator-top	256	141	59	100	100
