condition	seed	task_index	task	export_path	source	initial_unique	generated_unique_novel	seed_duplicate_rows	selected_top_n	valid_selected
low-only	0	14	Amlodipine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_153351/runs/spectralmol/seed_0/case_GuacaMol_20260824_153353/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_34_05/2026_08_24_evolution_ga_Amlodipine_MPO/generator_top_molecules.csv	generator-top	256	149	51	100	100
low-only	0	15	Sitagliptin_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_153355/runs/spectralmol/seed_0/case_GuacaMol_20260824_153357/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_34_07/2026_08_24_evolution_ga_Sitagliptin_MPO/generator_top_molecules.csv	generator-top	256	199	1	100	100
low-only	0	16	Zaleplon_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_153359/runs/spectralmol/seed_0/case_GuacaMol_20260824_153401/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_34_12/2026_08_24_evolution_ga_Zaleplon_MPO/generator_top_molecules.csv	generator-top	256	186	14	100	100
low-only	0	17	Valsartan_smarts	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_17_Valsartan_smarts/compare_GuacaMol_20260824_153358/runs/spectralmol/seed_0/case_GuacaMol_20260824_153400/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_34_11/2026_08_24_evolution_ga_Valsartan_smarts/generator_top_molecules.csv	generator-top	256	159	41	100	100
low-only	0	18	Deco_hop	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_18_Deco_hop/compare_GuacaMol_20260824_153411/runs/spectralmol/seed_0/case_GuacaMol_20260824_153413/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_34_25/2026_08_24_evolution_ga_Deco_hop/generator_top_molecules.csv	generator-top	256	113	87	100	100
low-only	0	19	Scaffold_hop	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_19_Scaffold_hop/compare_GuacaMol_20260824_153410/runs/spectralmol/seed_0/case_GuacaMol_20260824_153412/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_34_22/2026_08_24_evolution_ga_Scaffold_hop/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	0	1	Troglitazone_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_153238/runs/spectralmol/seed_0/case_GuacaMol_20260824_153239/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_32_41/2026_08_24_evolution_ga_Troglitazone_rediscovery/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	0	2	Thiothixene_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_153238/runs/spectralmol/seed_0/case_GuacaMol_20260824_153239/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_32_42/2026_08_24_evolution_ga_Thiothixene_rediscovery/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	0	3	Aripiprazole_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_153241/runs/spectralmol/seed_0/case_GuacaMol_20260824_153241/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_32_44/2026_08_24_evolution_ga_Aripiprazole_similarity/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	0	4	Albuterol_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_4_Albuterol_similarity/compare_GuacaMol_20260824_153244/runs/spectralmol/seed_0/case_GuacaMol_20260824_153244/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_32_47/2026_08_24_evolution_ga_Albuterol_similarity/generator_top_molecules.csv	generator-top	256	198	2	100	100
low-only	0	5	Mestranol_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_5_Mestranol_similarity/compare_GuacaMol_20260824_153312/runs/spectralmol/seed_0/case_GuacaMol_20260824_153314/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_33_27/2026_08_24_evolution_ga_Mestranol_similarity/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	0	6	C11H24	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_6_C11H24/compare_GuacaMol_20260824_153312/runs/spectralmol/seed_0/case_GuacaMol_20260824_153314/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_33_27/2026_08_24_evolution_ga_C11H24/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	0	7	C9H10N2O2PF2Cl	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_153311/runs/spectralmol/seed_0/case_GuacaMol_20260824_153312/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_33_14/2026_08_24_evolution_ga_C9H10N2O2PF2Cl/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	0	8	Median_molecules_1	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_8_Median_molecules_1/compare_GuacaMol_20260824_153315/runs/spectralmol/seed_0/case_GuacaMol_20260824_153317/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_33_23/2026_08_24_evolution_ga_Median_molecules_1/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	0	9	Median_molecules_2	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_9_Median_molecules_2/compare_GuacaMol_20260824_153320/runs/spectralmol/seed_0/case_GuacaMol_20260824_153321/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_33_24/2026_08_24_evolution_ga_Median_molecules_2/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	1	0	Celecoxib_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_153410/runs/spectralmol/seed_1/case_GuacaMol_20260824_153412/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_34_24/2026_08_24_evolution_ga_Celecoxib_rediscovery/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	1	10	Osimertinib_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_153459/runs/spectralmol/seed_1/case_GuacaMol_20260824_153459/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_35_02/2026_08_24_evolution_ga_Osimertinib_MPO/generator_top_molecules.csv	generator-top	256	150	50	100	100
low-only	1	11	Fexofenadine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_153510/runs/spectralmol/seed_1/case_GuacaMol_20260824_153512/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_35_23/2026_08_24_evolution_ga_Fexofenadine_MPO/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	1	12	Ranolazine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_153505/runs/spectralmol/seed_1/case_GuacaMol_20260824_153506/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_35_08/2026_08_24_evolution_ga_Ranolazine_MPO/generator_top_molecules.csv	generator-top	256	189	11	100	100
low-only	1	13	Perindopril_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_13_Perindopril_MPO/compare_GuacaMol_20260824_153514/runs/spectralmol/seed_1/case_GuacaMol_20260824_153515/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_35_17/2026_08_24_evolution_ga_Perindopril_MPO/generator_top_molecules.csv	generator-top	256	45	155	45	45
low-only	1	14	Amlodipine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_153526/runs/spectralmol/seed_1/case_GuacaMol_20260824_153528/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_35_40/2026_08_24_evolution_ga_Amlodipine_MPO/generator_top_molecules.csv	generator-top	256	120	80	100	100
low-only	1	15	Sitagliptin_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_153520/runs/spectralmol/seed_1/case_GuacaMol_20260824_153521/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_35_23/2026_08_24_evolution_ga_Sitagliptin_MPO/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	1	16	Zaleplon_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_153523/runs/spectralmol/seed_1/case_GuacaMol_20260824_153524/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_35_26/2026_08_24_evolution_ga_Zaleplon_MPO/generator_top_molecules.csv	generator-top	256	157	43	100	100
low-only	1	17	Valsartan_smarts	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_17_Valsartan_smarts/compare_GuacaMol_20260824_153523/runs/spectralmol/seed_1/case_GuacaMol_20260824_153524/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_35_26/2026_08_24_evolution_ga_Valsartan_smarts/generator_top_molecules.csv	generator-top	256	154	46	100	100
low-only	1	18	Deco_hop	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_18_Deco_hop/compare_GuacaMol_20260824_153532/runs/spectralmol/seed_1/case_GuacaMol_20260824_153533/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_35_36/2026_08_24_evolution_ga_Deco_hop/generator_top_molecules.csv	generator-top	256	43	157	43	43
low-only	1	19	Scaffold_hop	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_19_Scaffold_hop/compare_GuacaMol_20260824_153535/runs/spectralmol/seed_1/case_GuacaMol_20260824_153535/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_35_38/2026_08_24_evolution_ga_Scaffold_hop/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	1	1	Troglitazone_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_153409/runs/spectralmol/seed_1/case_GuacaMol_20260824_153409/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_34_12/2026_08_24_evolution_ga_Troglitazone_rediscovery/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	1	2	Thiothixene_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_153416/runs/spectralmol/seed_1/case_GuacaMol_20260824_153419/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_34_31/2026_08_24_evolution_ga_Thiothixene_rediscovery/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	1	3	Aripiprazole_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_153420/runs/spectralmol/seed_1/case_GuacaMol_20260824_153422/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_34_33/2026_08_24_evolution_ga_Aripiprazole_similarity/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	1	4	Albuterol_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_4_Albuterol_similarity/compare_GuacaMol_20260824_153429/runs/spectralmol/seed_1/case_GuacaMol_20260824_153431/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_34_43/2026_08_24_evolution_ga_Albuterol_similarity/generator_top_molecules.csv	generator-top	256	198	2	100	100
low-only	1	5	Mestranol_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_5_Mestranol_similarity/compare_GuacaMol_20260824_153428/runs/spectralmol/seed_1/case_GuacaMol_20260824_153430/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_34_41/2026_08_24_evolution_ga_Mestranol_similarity/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	1	6	C11H24	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_6_C11H24/compare_GuacaMol_20260824_153428/runs/spectralmol/seed_1/case_GuacaMol_20260824_153431/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_34_42/2026_08_24_evolution_ga_C11H24/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	1	7	C9H10N2O2PF2Cl	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_153423/runs/spectralmol/seed_1/case_GuacaMol_20260824_153423/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_34_26/2026_08_24_evolution_ga_C9H10N2O2PF2Cl/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	1	8	Median_molecules_1	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_8_Median_molecules_1/compare_GuacaMol_20260824_153434/runs/spectralmol/seed_1/case_GuacaMol_20260824_153436/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_34_47/2026_08_24_evolution_ga_Median_molecules_1/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	1	9	Median_molecules_2	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_9_Median_molecules_2/compare_GuacaMol_20260824_153456/runs/spectralmol/seed_1/case_GuacaMol_20260824_153459/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_35_11/2026_08_24_evolution_ga_Median_molecules_2/generator_top_molecules.csv	generator-top	256	44	156	44	44
low-only	2	0	Celecoxib_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_153540/runs/spectralmol/seed_2/case_GuacaMol_20260824_153541/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_35_43/2026_08_24_evolution_ga_Celecoxib_rediscovery/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	2	10	Osimertinib_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_153630/runs/spectralmol/seed_2/case_GuacaMol_20260824_153630/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_36_33/2026_08_24_evolution_ga_Osimertinib_MPO/generator_top_molecules.csv	generator-top	256	131	69	100	100
low-only	2	11	Fexofenadine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_153642/runs/spectralmol/seed_2/case_GuacaMol_20260824_153644/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_36_55/2026_08_24_evolution_ga_Fexofenadine_MPO/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	2	12	Ranolazine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_153645/runs/spectralmol/seed_2/case_GuacaMol_20260824_153647/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_36_58/2026_08_24_evolution_ga_Ranolazine_MPO/generator_top_molecules.csv	generator-top	256	151	49	100	100
low-only	2	13	Perindopril_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_13_Perindopril_MPO/compare_GuacaMol_20260824_153658/runs/spectralmol/seed_2/case_GuacaMol_20260824_153700/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_37_12/2026_08_24_evolution_ga_Perindopril_MPO/generator_top_molecules.csv	generator-top	256	46	154	46	46
low-only	2	14	Amlodipine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_153659/runs/spectralmol/seed_2/case_GuacaMol_20260824_153700/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_37_02/2026_08_24_evolution_ga_Amlodipine_MPO/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	2	15	Sitagliptin_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_153705/runs/spectralmol/seed_2/case_GuacaMol_20260824_153705/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_37_08/2026_08_24_evolution_ga_Sitagliptin_MPO/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	2	16	Zaleplon_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_153720/runs/spectralmol/seed_2/case_GuacaMol_20260824_153722/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_37_33/2026_08_24_evolution_ga_Zaleplon_MPO/generator_top_molecules.csv	generator-top	256	197	3	100	100
low-only	2	17	Valsartan_smarts	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_17_Valsartan_smarts/compare_GuacaMol_20260824_153718/runs/spectralmol/seed_2/case_GuacaMol_20260824_153719/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_37_22/2026_08_24_evolution_ga_Valsartan_smarts/generator_top_molecules.csv	generator-top	256	161	39	100	100
low-only	2	18	Deco_hop	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_18_Deco_hop/compare_GuacaMol_20260824_153718/runs/spectralmol/seed_2/case_GuacaMol_20260824_153719/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_37_23/2026_08_24_evolution_ga_Deco_hop/generator_top_molecules.csv	generator-top	256	51	149	51	51
low-only	2	19	Scaffold_hop	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_19_Scaffold_hop/compare_GuacaMol_20260824_153723/runs/spectralmol/seed_2/case_GuacaMol_20260824_153724/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_37_26/2026_08_24_evolution_ga_Scaffold_hop/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	2	1	Troglitazone_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_153549/runs/spectralmol/seed_2/case_GuacaMol_20260824_153551/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_36_02/2026_08_24_evolution_ga_Troglitazone_rediscovery/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	2	2	Thiothixene_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_153548/runs/spectralmol/seed_2/case_GuacaMol_20260824_153549/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_35_51/2026_08_24_evolution_ga_Thiothixene_rediscovery/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	2	3	Aripiprazole_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_153557/runs/spectralmol/seed_2/case_GuacaMol_20260824_153559/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_36_04/2026_08_24_evolution_ga_Aripiprazole_similarity/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	2	4	Albuterol_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_4_Albuterol_similarity/compare_GuacaMol_20260824_153605/runs/spectralmol/seed_2/case_GuacaMol_20260824_153606/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_36_09/2026_08_24_evolution_ga_Albuterol_similarity/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	2	5	Mestranol_similarity	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_5_Mestranol_similarity/compare_GuacaMol_20260824_153620/runs/spectralmol/seed_2/case_GuacaMol_20260824_153623/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_36_34/2026_08_24_evolution_ga_Mestranol_similarity/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	2	6	C11H24	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_6_C11H24/compare_GuacaMol_20260824_153615/runs/spectralmol/seed_2/case_GuacaMol_20260824_153616/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_36_18/2026_08_24_evolution_ga_C11H24/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	2	7	C9H10N2O2PF2Cl	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_153615/runs/spectralmol/seed_2/case_GuacaMol_20260824_153616/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_36_19/2026_08_24_evolution_ga_C9H10N2O2PF2Cl/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	2	8	Median_molecules_1	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_8_Median_molecules_1/compare_GuacaMol_20260824_153627/runs/spectralmol/seed_2/case_GuacaMol_20260824_153629/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_36_42/2026_08_24_evolution_ga_Median_molecules_1/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	2	9	Median_molecules_2	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_9_Median_molecules_2/compare_GuacaMol_20260824_153626/runs/spectralmol/seed_2/case_GuacaMol_20260824_153627/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_36_30/2026_08_24_evolution_ga_Median_molecules_2/generator_top_molecules.csv	generator-top	256	84	116	84	84
low-only	3	0	Celecoxib_rediscovery	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_153732/runs/spectralmol/seed_3/case_GuacaMol_20260824_153734/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_37_47/2026_08_24_evolution_ga_Celecoxib_rediscovery/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	3	10	Osimertinib_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_153806/runs/spectralmol/seed_3/case_GuacaMol_20260824_153808/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_38_21/2026_08_24_evolution_ga_Osimertinib_MPO/generator_top_molecules.csv	generator-top	256	173	27	100	100
low-only	3	11	Fexofenadine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_153836/runs/spectralmol/seed_3/case_GuacaMol_20260824_153838/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_38_50/2026_08_24_evolution_ga_Fexofenadine_MPO/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	3	12	Ranolazine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_153830/runs/spectralmol/seed_3/case_GuacaMol_20260824_153830/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_38_33/2026_08_24_evolution_ga_Ranolazine_MPO/generator_top_molecules.csv	generator-top	256	167	33	100	100
low-only	3	13	Perindopril_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_13_Perindopril_MPO/compare_GuacaMol_20260824_153835/runs/spectralmol/seed_3/case_GuacaMol_20260824_153836/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_38_39/2026_08_24_evolution_ga_Perindopril_MPO/generator_top_molecules.csv	generator-top	256	41	159	41	41
low-only	3	14	Amlodipine_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_153844/runs/spectralmol/seed_3/case_GuacaMol_20260824_153846/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_38_57/2026_08_24_evolution_ga_Amlodipine_MPO/generator_top_molecules.csv	generator-top	256	188	12	100	100
low-only	3	15	Sitagliptin_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_153844/runs/spectralmol/seed_3/case_GuacaMol_20260824_153844/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_38_47/2026_08_24_evolution_ga_Sitagliptin_MPO/generator_top_molecules.csv	generator-top	256	200	0	100	100
low-only	3	16	Zaleplon_MPO	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_153858/runs/spectralmol/seed_3/case_GuacaMol_20260824_153900/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_39_13/2026_08_24_evolution_ga_Zaleplon_MPO/generator_top_molecules.csv	generator-top	256	192	8	100	100
low-only	3	17	Valsartan_smarts	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_17_Valsartan_smarts/compare_GuacaMol_20260824_153900/runs/spectralmol/seed_3/case_GuacaMol_20260824_153900/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_39_04/2026_08_24_evolution_ga_Valsartan_smarts/generator_top_molecules.csv	generator-top	256	165	35	100	100
