condition	seed	task_index	task	best_score	avg_score	evaluated	scores_csv	compare_root
full-spectrum	4	17	Valsartan_smarts	0.0293717370214787	0.00013806324853193622	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_17_Valsartan_smarts/compare_GuacaMol_20260824_152107/runs/spectralmol/seed_4/case_GuacaMol_20260824_152109/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_20/2026_08_24_evolution_ga_Valsartan_smarts/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_17_Valsartan_smarts/compare_GuacaMol_20260824_152107
full-spectrum	4	18	Deco_hop	0.5834821275995247	0.5000432040593976	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_18_Deco_hop/compare_GuacaMol_20260824_152107/runs/spectralmol/seed_4/case_GuacaMol_20260824_152108/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_20/2026_08_24_evolution_ga_Deco_hop/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_18_Deco_hop/compare_GuacaMol_20260824_152107
full-spectrum	4	19	Scaffold_hop	0.666667	0.35068813200810567	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_19_Scaffold_hop/compare_GuacaMol_20260824_152107/runs/spectralmol/seed_4/case_GuacaMol_20260824_152108/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_20/2026_08_24_evolution_ga_Scaffold_hop/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_19_Scaffold_hop/compare_GuacaMol_20260824_152107
full-spectrum	4	1	Troglitazone_rediscovery	1.0	0.0957614808643439	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_152109/runs/spectralmol/seed_4/case_GuacaMol_20260824_152111/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_25/2026_08_24_evolution_ga_Troglitazone_rediscovery/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_152109
full-spectrum	4	2	Thiothixene_rediscovery	1.0	0.07038318879641925	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_152109/runs/spectralmol/seed_4/case_GuacaMol_20260824_152111/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_25/2026_08_24_evolution_ga_Thiothixene_rediscovery/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_152109
full-spectrum	4	3	Aripiprazole_similarity	1.0	0.2222917594665932	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_152109/runs/spectralmol/seed_4/case_GuacaMol_20260824_152111/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_25/2026_08_24_evolution_ga_Aripiprazole_similarity/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_152109
full-spectrum	4	4	Albuterol_similarity	0.6289308176100629	0.2494828536469999	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_4_Albuterol_similarity/compare_GuacaMol_20260824_152102/runs/spectralmol/seed_4/case_GuacaMol_20260824_152103/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_06/2026_08_24_evolution_ga_Albuterol_similarity/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_4_Albuterol_similarity/compare_GuacaMol_20260824_152102
full-spectrum	4	5	Mestranol_similarity	1.0	0.16957109224699177	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_5_Mestranol_similarity/compare_GuacaMol_20260824_152102/runs/spectralmol/seed_4/case_GuacaMol_20260824_152103/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_06/2026_08_24_evolution_ga_Mestranol_similarity/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_5_Mestranol_similarity/compare_GuacaMol_20260824_152102
full-spectrum	4	6	C11H24	1.0	0.066452529912621	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_6_C11H24/compare_GuacaMol_20260824_152102/runs/spectralmol/seed_4/case_GuacaMol_20260824_152103/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_06/2026_08_24_evolution_ga_C11H24/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_6_C11H24/compare_GuacaMol_20260824_152102
full-spectrum	4	7	C9H10N2O2PF2Cl	0.9248488132162048	0.2424440922338442	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_152102/runs/spectralmol/seed_4/case_GuacaMol_20260824_152103/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_06/2026_08_24_evolution_ga_C9H10N2O2PF2Cl/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_152102
full-spectrum	4	8	Median_molecules_1	0.3999999999999999	0.07100974484174342	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_8_Median_molecules_1/compare_GuacaMol_20260824_152103/runs/spectralmol/seed_4/case_GuacaMol_20260824_152103/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_06/2026_08_24_evolution_ga_Median_molecules_1/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_8_Median_molecules_1/compare_GuacaMol_20260824_152103
full-spectrum	4	9	Median_molecules_2	0.3623715376697393	0.020433437275583766	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_9_Median_molecules_2/compare_GuacaMol_20260824_152103/runs/spectralmol/seed_4/case_GuacaMol_20260824_152103/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_06/2026_08_24_evolution_ga_Median_molecules_2/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_4/task_9_Median_molecules_2/compare_GuacaMol_20260824_152103
full-spectrum	5	0	Celecoxib_rediscovery	1.0	0.04978510669365515	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_152109/runs/spectralmol/seed_5/case_GuacaMol_20260824_152111/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_23/2026_08_24_evolution_ga_Celecoxib_rediscovery/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_152109
full-spectrum	5	10	Osimertinib_MPO	0.9757781231511572	0.04849414330604309	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_152103/runs/spectralmol/seed_5/case_GuacaMol_20260824_152104/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_07/2026_08_24_evolution_ga_Osimertinib_MPO/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_152103
full-spectrum	5	11	Fexofenadine_MPO	0.9543200471949992	0.2339325424821968	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_152103/runs/spectralmol/seed_5/case_GuacaMol_20260824_152104/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_07/2026_08_24_evolution_ga_Fexofenadine_MPO/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_152103
full-spectrum	5	12	Ranolazine_MPO	0.7374023299594898	0.02458459367283507	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_152117/runs/spectralmol/seed_5/case_GuacaMol_20260824_152120/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_31/2026_08_24_evolution_ga_Ranolazine_MPO/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_152117
full-spectrum	5	13	Perindopril_MPO	0.4518721961743084	0.007542769982421644	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_13_Perindopril_MPO/compare_GuacaMol_20260824_152112/runs/spectralmol/seed_5/case_GuacaMol_20260824_152115/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_25/2026_08_24_evolution_ga_Perindopril_MPO/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_13_Perindopril_MPO/compare_GuacaMol_20260824_152112
full-spectrum	5	14	Amlodipine_MPO	0.5516772843673705	0.010875512657891839	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_152117/runs/spectralmol/seed_5/case_GuacaMol_20260824_152120/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_31/2026_08_24_evolution_ga_Amlodipine_MPO/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_152117
full-spectrum	5	15	Sitagliptin_MPO	0.7461870954734979	0.0246358653828276	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_152107/runs/spectralmol/seed_5/case_GuacaMol_20260824_152110/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_21/2026_08_24_evolution_ga_Sitagliptin_MPO/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_152107
full-spectrum	5	16	Zaleplon_MPO	0.6983075798185957	0.022179124949151783	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_152117/runs/spectralmol/seed_5/case_GuacaMol_20260824_152120/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_31/2026_08_24_evolution_ga_Zaleplon_MPO/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_152117
full-spectrum	5	17	Valsartan_smarts	0.0261982728599297	5.126048347228177e-05	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_17_Valsartan_smarts/compare_GuacaMol_20260824_152112/runs/spectralmol/seed_5/case_GuacaMol_20260824_152115/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_25/2026_08_24_evolution_ga_Valsartan_smarts/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_17_Valsartan_smarts/compare_GuacaMol_20260824_152112
full-spectrum	5	18	Deco_hop	0.5975515928120063	0.4997778312407348	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_18_Deco_hop/compare_GuacaMol_20260824_152117/runs/spectralmol/seed_5/case_GuacaMol_20260824_152118/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_22/2026_08_24_evolution_ga_Deco_hop/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_18_Deco_hop/compare_GuacaMol_20260824_152117
full-spectrum	5	19	Scaffold_hop	0.666667	0.35845771756211176	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_19_Scaffold_hop/compare_GuacaMol_20260824_152259/runs/spectralmol/seed_5/case_GuacaMol_20260824_152259/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_23_02/2026_08_24_evolution_ga_Scaffold_hop/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_19_Scaffold_hop/compare_GuacaMol_20260824_152259
full-spectrum	5	1	Troglitazone_rediscovery	1.0	0.05968897154058583	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_152107/runs/spectralmol/seed_5/case_GuacaMol_20260824_152110/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_21/2026_08_24_evolution_ga_Troglitazone_rediscovery/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_152107
full-spectrum	5	2	Thiothixene_rediscovery	1.0	0.07037279875881419	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_152108/runs/spectralmol/seed_5/case_GuacaMol_20260824_152110/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_21/2026_08_24_evolution_ga_Thiothixene_rediscovery/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_152108
full-spectrum	5	3	Aripiprazole_similarity	1.0	0.15351589736955187	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_152103/runs/spectralmol/seed_5/case_GuacaMol_20260824_152103/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_06/2026_08_24_evolution_ga_Aripiprazole_similarity/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_152103
full-spectrum	5	4	Albuterol_similarity	0.5679012345679012	0.1896983372517348	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_4_Albuterol_similarity/compare_GuacaMol_20260824_152102/runs/spectralmol/seed_5/case_GuacaMol_20260824_152102/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_05/2026_08_24_evolution_ga_Albuterol_similarity/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_4_Albuterol_similarity/compare_GuacaMol_20260824_152102
full-spectrum	5	5	Mestranol_similarity	1.0	0.15968664853970918	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_5_Mestranol_similarity/compare_GuacaMol_20260824_152103/runs/spectralmol/seed_5/case_GuacaMol_20260824_152103/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_06/2026_08_24_evolution_ga_Mestranol_similarity/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_5_Mestranol_similarity/compare_GuacaMol_20260824_152103
full-spectrum	5	6	C11H24	1.0	0.03861306692928611	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_6_C11H24/compare_GuacaMol_20260824_152102/runs/spectralmol/seed_5/case_GuacaMol_20260824_152102/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_05/2026_08_24_evolution_ga_C11H24/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_6_C11H24/compare_GuacaMol_20260824_152102
full-spectrum	5	7	C9H10N2O2PF2Cl	0.8348063012807894	0.15747030763507736	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_152103/runs/spectralmol/seed_5/case_GuacaMol_20260824_152104/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_07/2026_08_24_evolution_ga_C9H10N2O2PF2Cl/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_152103
full-spectrum	5	8	Median_molecules_1	0.3999999999999999	0.06376030743214754	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_8_Median_molecules_1/compare_GuacaMol_20260824_152103/runs/spectralmol/seed_5/case_GuacaMol_20260824_152104/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_07/2026_08_24_evolution_ga_Median_molecules_1/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_8_Median_molecules_1/compare_GuacaMol_20260824_152103
full-spectrum	5	9	Median_molecules_2	0.1982225094075473	0.018865918253640635	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_9_Median_molecules_2/compare_GuacaMol_20260824_152103/runs/spectralmol/seed_5/case_GuacaMol_20260824_152104/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_21_07/2026_08_24_evolution_ga_Median_molecules_2/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_9_Median_molecules_2/compare_GuacaMol_20260824_152103
high-only	0	0	Celecoxib_rediscovery	1.0	0.02158482174224293	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_152313/runs/spectralmol/seed_0/case_GuacaMol_20260824_152314/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_23_17/2026_08_24_evolution_ga_Celecoxib_rediscovery/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_152313
high-only	0	10	Osimertinib_MPO	0.8012841587673166	0.019704909805325823	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_152401/runs/spectralmol/seed_0/case_GuacaMol_20260824_152402/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_09/2026_08_24_evolution_ga_Osimertinib_MPO/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_152401
high-only	0	11	Fexofenadine_MPO	0.6737751741830859	0.0061834176019074085	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_152401/runs/spectralmol/seed_0/case_GuacaMol_20260824_152402/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_05/2026_08_24_evolution_ga_Fexofenadine_MPO/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_152401
high-only	0	12	Ranolazine_MPO	0.6925677830065992	0.004750859761212759	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_152404/runs/spectralmol/seed_0/case_GuacaMol_20260824_152405/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_07/2026_08_24_evolution_ga_Ranolazine_MPO/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_152404
high-only	0	13	Perindopril_MPO	0.4284207088802645	0.005889503011254792	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_13_Perindopril_MPO/compare_GuacaMol_20260824_152412/runs/spectralmol/seed_0/case_GuacaMol_20260824_152414/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_24/2026_08_24_evolution_ga_Perindopril_MPO/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_13_Perindopril_MPO/compare_GuacaMol_20260824_152412
high-only	0	14	Amlodipine_MPO	0.5516772843673705	0.005258028167457297	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_152407/runs/spectralmol/seed_0/case_GuacaMol_20260824_152408/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_10/2026_08_24_evolution_ga_Amlodipine_MPO/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_152407
high-only	0	15	Sitagliptin_MPO	0.2669860087252616	0.0005300509324838626	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_152407/runs/spectralmol/seed_0/case_GuacaMol_20260824_152408/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_10/2026_08_24_evolution_ga_Sitagliptin_MPO/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_152407
high-only	0	16	Zaleplon_MPO	0.6036166986445207	0.0033686844866413065	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_152407/runs/spectralmol/seed_0/case_GuacaMol_20260824_152408/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_10/2026_08_24_evolution_ga_Zaleplon_MPO/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_152407
high-only	0	17	Valsartan_smarts	0.0212118960310793	1.869159172970346e-05	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_17_Valsartan_smarts/compare_GuacaMol_20260824_152414/runs/spectralmol/seed_0/case_GuacaMol_20260824_152416/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_27/2026_08_24_evolution_ga_Valsartan_smarts/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_17_Valsartan_smarts/compare_GuacaMol_20260824_152414
high-only	0	18	Deco_hop	0.596045447740113	0.5011206814731972	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_18_Deco_hop/compare_GuacaMol_20260824_152416/runs/spectralmol/seed_0/case_GuacaMol_20260824_152418/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_30/2026_08_24_evolution_ga_Deco_hop/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_18_Deco_hop/compare_GuacaMol_20260824_152416
high-only	0	19	Scaffold_hop	0.666667	0.3362526955562474	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_19_Scaffold_hop/compare_GuacaMol_20260824_152418/runs/spectralmol/seed_0/case_GuacaMol_20260824_152420/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_24_30/2026_08_24_evolution_ga_Scaffold_hop/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_19_Scaffold_hop/compare_GuacaMol_20260824_152418
high-only	0	1	Troglitazone_rediscovery	1.0	0.028730984250938126	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_152319/runs/spectralmol/seed_0/case_GuacaMol_20260824_152320/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_23_23/2026_08_24_evolution_ga_Troglitazone_rediscovery/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_152319
high-only	0	2	Thiothixene_rediscovery	1.0	0.0338770690640606	13056.0	PORTABLE_USER_ROOT/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_152326/runs/spectralmol/seed_0/case_GuacaMol_20260824_152327/benchmark_runs/2026_08_24_evolution_ga_benchmark_15_23_30/2026_08_24_evolution_ga_Thiothixene_rediscovery/scores.csv	PORTABLE_OUTPUT_ROOT/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_152326
