condition	seed	task_index	task	status	return_code	elapsed_seconds	source
full-spectrum	5	12	Ranolazine_MPO	ok	0	157.57069563865662	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_152117/model_runtime.tsv
full-spectrum	5	13	Perindopril_MPO	ok	0	277.3737852573395	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_13_Perindopril_MPO/compare_GuacaMol_20260824_152112/model_runtime.tsv
full-spectrum	5	14	Amlodipine_MPO	ok	0	236.04285383224487	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_152117/model_runtime.tsv
full-spectrum	5	15	Sitagliptin_MPO	ok	0	207.57509088516235	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_152107/model_runtime.tsv
full-spectrum	5	16	Zaleplon_MPO	ok	0	179.10663223266602	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_152117/model_runtime.tsv
full-spectrum	5	17	Valsartan_smarts	ok	0	167.1714289188385	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_17_Valsartan_smarts/compare_GuacaMol_20260824_152112/model_runtime.tsv
full-spectrum	5	18	Deco_hop	ok	0	394.35292315483093	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_18_Deco_hop/compare_GuacaMol_20260824_152117/model_runtime.tsv
full-spectrum	5	19	Scaffold_hop	ok	0	192.98951983451843	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_19_Scaffold_hop/compare_GuacaMol_20260824_152259/model_runtime.tsv
full-spectrum	5	1	Troglitazone_rediscovery	ok	0	174.26308012008667	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_152107/model_runtime.tsv
full-spectrum	5	2	Thiothixene_rediscovery	ok	0	201.5900013446808	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_152108/model_runtime.tsv
full-spectrum	5	3	Aripiprazole_similarity	ok	0	176.9202024936676	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_152103/model_runtime.tsv
full-spectrum	5	4	Albuterol_similarity	ok	0	155.57017755508423	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_4_Albuterol_similarity/compare_GuacaMol_20260824_152102/model_runtime.tsv
full-spectrum	5	5	Mestranol_similarity	ok	0	162.35434699058533	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_5_Mestranol_similarity/compare_GuacaMol_20260824_152103/model_runtime.tsv
full-spectrum	5	6	C11H24	ok	0	112.59353494644165	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_6_C11H24/compare_GuacaMol_20260824_152102/model_runtime.tsv
full-spectrum	5	7	C9H10N2O2PF2Cl	ok	0	168.5803825855255	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_152103/model_runtime.tsv
full-spectrum	5	8	Median_molecules_1	ok	0	202.97809147834778	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_8_Median_molecules_1/compare_GuacaMol_20260824_152103/model_runtime.tsv
full-spectrum	5	9	Median_molecules_2	ok	0	177.52625608444214	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/full-spectrum/seed_5/task_9_Median_molecules_2/compare_GuacaMol_20260824_152103/model_runtime.tsv
high-only	0	0	Celecoxib_rediscovery	ok	0	166.79396653175354	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_152313/model_runtime.tsv
high-only	0	10	Osimertinib_MPO	ok	0	179.43996405601501	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_152401/model_runtime.tsv
high-only	0	11	Fexofenadine_MPO	ok	0	265.18167304992676	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_152401/model_runtime.tsv
high-only	0	12	Ranolazine_MPO	ok	0	132.31544017791748	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_152404/model_runtime.tsv
high-only	0	13	Perindopril_MPO	ok	0	235.0844748020172	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_13_Perindopril_MPO/compare_GuacaMol_20260824_152412/model_runtime.tsv
high-only	0	14	Amlodipine_MPO	ok	0	203.57906913757324	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_152407/model_runtime.tsv
high-only	0	15	Sitagliptin_MPO	ok	0	169.8272397518158	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_152407/model_runtime.tsv
high-only	0	16	Zaleplon_MPO	ok	0	139.97634625434875	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_152407/model_runtime.tsv
high-only	0	17	Valsartan_smarts	ok	0	153.45759320259094	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_17_Valsartan_smarts/compare_GuacaMol_20260824_152414/model_runtime.tsv
high-only	0	18	Deco_hop	ok	0	181.17744731903076	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_18_Deco_hop/compare_GuacaMol_20260824_152416/model_runtime.tsv
high-only	0	19	Scaffold_hop	ok	0	170.25833868980408	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_19_Scaffold_hop/compare_GuacaMol_20260824_152418/model_runtime.tsv
high-only	0	1	Troglitazone_rediscovery	ok	0	171.7053997516632	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_152319/model_runtime.tsv
high-only	0	2	Thiothixene_rediscovery	ok	0	172.66913294792175	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_152326/model_runtime.tsv
high-only	0	3	Aripiprazole_similarity	ok	0	160.4840760231018	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_152326/model_runtime.tsv
high-only	0	4	Albuterol_similarity	ok	0	149.06697273254395	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_4_Albuterol_similarity/compare_GuacaMol_20260824_152332/model_runtime.tsv
high-only	0	5	Mestranol_similarity	ok	0	177.52293133735657	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_5_Mestranol_similarity/compare_GuacaMol_20260824_152341/model_runtime.tsv
high-only	0	6	C11H24	ok	0	122.87133359909058	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_6_C11H24/compare_GuacaMol_20260824_152343/model_runtime.tsv
high-only	0	7	C9H10N2O2PF2Cl	ok	0	129.67503690719604	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_152351/model_runtime.tsv
high-only	0	8	Median_molecules_1	ok	0	144.6222231388092	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_8_Median_molecules_1/compare_GuacaMol_20260824_152350/model_runtime.tsv
high-only	0	9	Median_molecules_2	ok	0	145.3699915409088	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_0/task_9_Median_molecules_2/compare_GuacaMol_20260824_152404/model_runtime.tsv
high-only	1	0	Celecoxib_rediscovery	ok	0	194.42513489723206	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_152421/model_runtime.tsv
high-only	1	10	Osimertinib_MPO	ok	0	140.6674931049347	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_152454/model_runtime.tsv
high-only	1	11	Fexofenadine_MPO	ok	0	206.44248843193054	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_152620/model_runtime.tsv
high-only	1	12	Ranolazine_MPO	ok	0	137.6684217453003	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_152620/model_runtime.tsv
high-only	1	13	Perindopril_MPO	ok	0	243.18692278862	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_13_Perindopril_MPO/compare_GuacaMol_20260824_152620/model_runtime.tsv
high-only	1	14	Amlodipine_MPO	ok	0	296.62479043006897	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_152621/model_runtime.tsv
high-only	1	15	Sitagliptin_MPO	ok	0	222.1165554523468	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_152616/model_runtime.tsv
high-only	1	16	Zaleplon_MPO	ok	0	160.7158968448639	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_152616/model_runtime.tsv
high-only	1	17	Valsartan_smarts	ok	0	171.54058051109314	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_17_Valsartan_smarts/compare_GuacaMol_20260824_152620/model_runtime.tsv
high-only	1	18	Deco_hop	ok	0	191.54544186592102	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_18_Deco_hop/compare_GuacaMol_20260824_152620/model_runtime.tsv
high-only	1	19	Scaffold_hop	ok	0	244.4185528755188	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_19_Scaffold_hop/compare_GuacaMol_20260824_152616/model_runtime.tsv
high-only	1	1	Troglitazone_rediscovery	ok	0	182.50106263160706	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_152425/model_runtime.tsv
high-only	1	2	Thiothixene_rediscovery	ok	0	178.861581325531	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_152423/model_runtime.tsv
high-only	1	3	Aripiprazole_similarity	ok	0	178.8030936717987	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_152431/model_runtime.tsv
high-only	1	4	Albuterol_similarity	ok	0	167.92976212501526	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_4_Albuterol_similarity/compare_GuacaMol_20260824_152435/model_runtime.tsv
high-only	1	5	Mestranol_similarity	ok	0	173.87760829925537	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_5_Mestranol_similarity/compare_GuacaMol_20260824_152433/model_runtime.tsv
high-only	1	6	C11H24	ok	0	143.19753575325012	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_6_C11H24/compare_GuacaMol_20260824_152436/model_runtime.tsv
high-only	1	7	C9H10N2O2PF2Cl	ok	0	152.5640926361084	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_152436/model_runtime.tsv
high-only	1	8	Median_molecules_1	ok	0	166.960275888443	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_8_Median_molecules_1/compare_GuacaMol_20260824_152443/model_runtime.tsv
high-only	1	9	Median_molecules_2	ok	0	186.69443702697754	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_1/task_9_Median_molecules_2/compare_GuacaMol_20260824_152444/model_runtime.tsv
high-only	2	0	Celecoxib_rediscovery	ok	0	214.0968680381775	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_152625/model_runtime.tsv
high-only	2	10	Osimertinib_MPO	ok	0	138.02272367477417	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_152658/model_runtime.tsv
high-only	2	11	Fexofenadine_MPO	ok	0	198.74080896377563	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_152702/model_runtime.tsv
high-only	2	12	Ranolazine_MPO	ok	0	123.16786861419678	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_152705/model_runtime.tsv
high-only	2	13	Perindopril_MPO	ok	0	224.84308457374573	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_13_Perindopril_MPO/compare_GuacaMol_20260824_152705/model_runtime.tsv
high-only	2	14	Amlodipine_MPO	ok	0	199.8882291316986	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_152719/model_runtime.tsv
high-only	2	15	Sitagliptin_MPO	ok	0	169.00713467597961	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_152714/model_runtime.tsv
high-only	2	16	Zaleplon_MPO	ok	0	130.86040544509888	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_152725/model_runtime.tsv
high-only	2	17	Valsartan_smarts	ok	0	161.2507688999176	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_17_Valsartan_smarts/compare_GuacaMol_20260824_152729/model_runtime.tsv
high-only	2	18	Deco_hop	ok	0	175.6968638896942	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_18_Deco_hop/compare_GuacaMol_20260824_152736/model_runtime.tsv
high-only	2	19	Scaffold_hop	ok	0	174.53572058677673	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_19_Scaffold_hop/compare_GuacaMol_20260824_152730/model_runtime.tsv
high-only	2	1	Troglitazone_rediscovery	ok	0	165.2266697883606	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_152618/model_runtime.tsv
high-only	2	2	Thiothixene_rediscovery	ok	0	181.19686198234558	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_152618/model_runtime.tsv
high-only	2	3	Aripiprazole_similarity	ok	0	185.87222266197205	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_152621/model_runtime.tsv
high-only	2	4	Albuterol_similarity	ok	0	166.2110755443573	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_4_Albuterol_similarity/compare_GuacaMol_20260824_152621/model_runtime.tsv
high-only	2	5	Mestranol_similarity	ok	0	170.49338483810425	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_5_Mestranol_similarity/compare_GuacaMol_20260824_152620/model_runtime.tsv
high-only	2	6	C11H24	ok	0	139.02210664749146	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_6_C11H24/compare_GuacaMol_20260824_152626/model_runtime.tsv
high-only	2	7	C9H10N2O2PF2Cl	ok	0	129.89556121826172	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_152633/model_runtime.tsv
high-only	2	8	Median_molecules_1	ok	0	155.0198905467987	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_8_Median_molecules_1/compare_GuacaMol_20260824_152641/model_runtime.tsv
high-only	2	9	Median_molecules_2	ok	0	146.4493806362152	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_2/task_9_Median_molecules_2/compare_GuacaMol_20260824_152645/model_runtime.tsv
high-only	3	0	Celecoxib_rediscovery	ok	0	172.26684522628784	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_152739/model_runtime.tsv
high-only	3	10	Osimertinib_MPO	ok	0	139.74747705459595	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_152849/model_runtime.tsv
high-only	3	11	Fexofenadine_MPO	ok	0	207.49884867668152	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_152848/model_runtime.tsv
high-only	3	12	Ranolazine_MPO	ok	0	136.40560936927795	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_152850/model_runtime.tsv
high-only	3	13	Perindopril_MPO	ok	0	316.0710940361023	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_13_Perindopril_MPO/compare_GuacaMol_20260824_152902/model_runtime.tsv
high-only	3	14	Amlodipine_MPO	ok	0	206.66909384727478	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_152908/model_runtime.tsv
high-only	3	15	Sitagliptin_MPO	ok	0	176.92715764045715	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_152914/model_runtime.tsv
high-only	3	16	Zaleplon_MPO	ok	0	130.50479125976562	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_152914/model_runtime.tsv
high-only	3	17	Valsartan_smarts	ok	0	156.4739031791687	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_17_Valsartan_smarts/compare_GuacaMol_20260824_152917/model_runtime.tsv
high-only	3	18	Deco_hop	ok	0	169.40495014190674	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_18_Deco_hop/compare_GuacaMol_20260824_152917/model_runtime.tsv
high-only	3	19	Scaffold_hop	ok	0	226.2493658065796	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_19_Scaffold_hop/compare_GuacaMol_20260824_152920/model_runtime.tsv
high-only	3	1	Troglitazone_rediscovery	ok	0	176.5448796749115	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_152738/model_runtime.tsv
high-only	3	2	Thiothixene_rediscovery	ok	0	189.51641273498535	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_152741/model_runtime.tsv
high-only	3	3	Aripiprazole_similarity	ok	0	193.42766642570496	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_152741/model_runtime.tsv
high-only	3	4	Albuterol_similarity	ok	0	140.98418021202087	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_4_Albuterol_similarity/compare_GuacaMol_20260824_152736/model_runtime.tsv
high-only	3	5	Mestranol_similarity	ok	0	181.97509217262268	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_5_Mestranol_similarity/compare_GuacaMol_20260824_152748/model_runtime.tsv
high-only	3	6	C11H24	ok	0	149.5293276309967	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_6_C11H24/compare_GuacaMol_20260824_152756/model_runtime.tsv
high-only	3	7	C9H10N2O2PF2Cl	ok	0	466.3551824092865	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_152802/model_runtime.tsv
high-only	3	8	Median_molecules_1	ok	0	133.4507553577423	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_8_Median_molecules_1/compare_GuacaMol_20260824_152819/model_runtime.tsv
high-only	3	9	Median_molecules_2	ok	0	184.40993118286133	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_3/task_9_Median_molecules_2/compare_GuacaMol_20260824_152832/model_runtime.tsv
high-only	4	0	Celecoxib_rediscovery	ok	0	156.7485158443451	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_152927/model_runtime.tsv
high-only	4	10	Osimertinib_MPO	ok	0	183.04402685165405	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_153010/model_runtime.tsv
high-only	4	11	Fexofenadine_MPO	ok	0	206.47668504714966	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_153022/model_runtime.tsv
high-only	4	12	Ranolazine_MPO	ok	0	130.6932487487793	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_153026/model_runtime.tsv
high-only	4	13	Perindopril_MPO	ok	0	341.4992587566376	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_13_Perindopril_MPO/compare_GuacaMol_20260824_153027/model_runtime.tsv
high-only	4	14	Amlodipine_MPO	ok	0	207.70872354507446	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_153049/model_runtime.tsv
high-only	4	15	Sitagliptin_MPO	ok	0	193.78595232963562	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_153044/model_runtime.tsv
high-only	4	16	Zaleplon_MPO	ok	0	135.5269284248352	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_153044/model_runtime.tsv
high-only	4	17	Valsartan_smarts	ok	0	161.28732919692993	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_17_Valsartan_smarts/compare_GuacaMol_20260824_153056/model_runtime.tsv
high-only	4	18	Deco_hop	ok	0	182.14728021621704	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_18_Deco_hop/compare_GuacaMol_20260824_153056/model_runtime.tsv
high-only	4	19	Scaffold_hop	ok	0	169.95461559295654	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_19_Scaffold_hop/compare_GuacaMol_20260824_153054/model_runtime.tsv
high-only	4	1	Troglitazone_rediscovery	ok	0	166.97419905662537	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_152927/model_runtime.tsv
high-only	4	2	Thiothixene_rediscovery	ok	0	175.78347730636597	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_152926/model_runtime.tsv
