condition	seed	task_index	task	status	return_code	elapsed_seconds	source
high-only	4	3	Aripiprazole_similarity	ok	0	176.0031282901764	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_152932/model_runtime.tsv
high-only	4	4	Albuterol_similarity	ok	0	166.03698444366455	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_4_Albuterol_similarity/compare_GuacaMol_20260824_152944/model_runtime.tsv
high-only	4	5	Mestranol_similarity	ok	0	193.94326329231262	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_5_Mestranol_similarity/compare_GuacaMol_20260824_152946/model_runtime.tsv
high-only	4	6	C11H24	ok	0	118.71863436698914	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_6_C11H24/compare_GuacaMol_20260824_152958/model_runtime.tsv
high-only	4	7	C9H10N2O2PF2Cl	ok	0	119.59541177749634	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_153002/model_runtime.tsv
high-only	4	8	Median_molecules_1	ok	0	198.86508893966675	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_8_Median_molecules_1/compare_GuacaMol_20260824_153006/model_runtime.tsv
high-only	4	9	Median_molecules_2	ok	0	142.7344994544983	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_4/task_9_Median_molecules_2/compare_GuacaMol_20260824_153008/model_runtime.tsv
high-only	5	0	Celecoxib_rediscovery	ok	0	183.76024842262268	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_153054/model_runtime.tsv
high-only	5	10	Osimertinib_MPO	ok	0	136.73953533172607	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_153144/model_runtime.tsv
high-only	5	11	Fexofenadine_MPO	ok	0	199.39210033416748	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_153159/model_runtime.tsv
high-only	5	12	Ranolazine_MPO	ok	0	134.3749804496765	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_153208/model_runtime.tsv
high-only	5	13	Perindopril_MPO	ok	0	242.25531601905823	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_13_Perindopril_MPO/compare_GuacaMol_20260824_153208/model_runtime.tsv
high-only	5	14	Amlodipine_MPO	ok	0	200.19367790222168	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_153216/model_runtime.tsv
high-only	5	15	Sitagliptin_MPO	ok	0	166.99576020240784	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_153211/model_runtime.tsv
high-only	5	16	Zaleplon_MPO	ok	0	154.0866470336914	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_153218/model_runtime.tsv
high-only	5	17	Valsartan_smarts	ok	0	152.98461627960205	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_17_Valsartan_smarts/compare_GuacaMol_20260824_153225/model_runtime.tsv
high-only	5	18	Deco_hop	ok	0	218.98626947402954	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_18_Deco_hop/compare_GuacaMol_20260824_153220/model_runtime.tsv
high-only	5	19	Scaffold_hop	ok	0	160.1744134426117	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_19_Scaffold_hop/compare_GuacaMol_20260824_153229/model_runtime.tsv
high-only	5	1	Troglitazone_rediscovery	ok	0	169.76403641700745	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_153059/model_runtime.tsv
high-only	5	2	Thiothixene_rediscovery	ok	0	193.54502272605896	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_153104/model_runtime.tsv
high-only	5	3	Aripiprazole_similarity	ok	0	181.80238032341003	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_153104/model_runtime.tsv
high-only	5	4	Albuterol_similarity	ok	0	143.47329902648926	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_4_Albuterol_similarity/compare_GuacaMol_20260824_153057/model_runtime.tsv
high-only	5	5	Mestranol_similarity	ok	0	180.62481427192688	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_5_Mestranol_similarity/compare_GuacaMol_20260824_153107/model_runtime.tsv
high-only	5	6	C11H24	ok	0	127.61798524856567	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_6_C11H24/compare_GuacaMol_20260824_153111/model_runtime.tsv
high-only	5	7	C9H10N2O2PF2Cl	ok	0	127.31035375595093	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_153119/model_runtime.tsv
high-only	5	8	Median_molecules_1	ok	0	193.99019837379456	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_8_Median_molecules_1/compare_GuacaMol_20260824_153130/model_runtime.tsv
high-only	5	9	Median_molecules_2	ok	0	161.31763458251953	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/high-only/seed_5/task_9_Median_molecules_2/compare_GuacaMol_20260824_153134/model_runtime.tsv
low-only	0	0	Celecoxib_rediscovery	ok	0	174.68571281433105	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_153235/model_runtime.tsv
low-only	0	10	Osimertinib_MPO	ok	0	136.31656217575073	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_153326/model_runtime.tsv
low-only	0	11	Fexofenadine_MPO	ok	0	212.36928057670593	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_153326/model_runtime.tsv
low-only	0	12	Ranolazine_MPO	ok	0	149.44458746910095	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_153337/model_runtime.tsv
low-only	0	13	Perindopril_MPO	ok	0	314.3994517326355	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_13_Perindopril_MPO/compare_GuacaMol_20260824_153332/model_runtime.tsv
low-only	0	14	Amlodipine_MPO	ok	0	225.19917964935303	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_153351/model_runtime.tsv
low-only	0	15	Sitagliptin_MPO	ok	0	192.1031575202942	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_153355/model_runtime.tsv
low-only	0	16	Zaleplon_MPO	ok	0	153.97934198379517	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_153359/model_runtime.tsv
low-only	0	17	Valsartan_smarts	ok	0	152.45735955238342	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_17_Valsartan_smarts/compare_GuacaMol_20260824_153358/model_runtime.tsv
low-only	0	18	Deco_hop	ok	0	179.49248099327087	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_18_Deco_hop/compare_GuacaMol_20260824_153411/model_runtime.tsv
low-only	0	19	Scaffold_hop	ok	0	194.5544912815094	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_19_Scaffold_hop/compare_GuacaMol_20260824_153410/model_runtime.tsv
low-only	0	1	Troglitazone_rediscovery	ok	0	175.79499292373657	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_153238/model_runtime.tsv
low-only	0	2	Thiothixene_rediscovery	ok	0	222.1085226535797	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_153238/model_runtime.tsv
low-only	0	3	Aripiprazole_similarity	ok	0	164.83705139160156	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_153241/model_runtime.tsv
low-only	0	4	Albuterol_similarity	ok	0	154.3830111026764	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_4_Albuterol_similarity/compare_GuacaMol_20260824_153244/model_runtime.tsv
low-only	0	5	Mestranol_similarity	ok	0	180.69805312156677	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_5_Mestranol_similarity/compare_GuacaMol_20260824_153312/model_runtime.tsv
low-only	0	6	C11H24	ok	0	122.34622240066528	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_6_C11H24/compare_GuacaMol_20260824_153312/model_runtime.tsv
low-only	0	7	C9H10N2O2PF2Cl	ok	0	122.79281997680664	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_153311/model_runtime.tsv
low-only	0	8	Median_molecules_1	ok	0	710.9322831630707	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_8_Median_molecules_1/compare_GuacaMol_20260824_153315/model_runtime.tsv
low-only	0	9	Median_molecules_2	ok	0	675.9781827926636	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_0/task_9_Median_molecules_2/compare_GuacaMol_20260824_153320/model_runtime.tsv
low-only	1	0	Celecoxib_rediscovery	ok	0	210.66101598739624	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_153410/model_runtime.tsv
low-only	1	10	Osimertinib_MPO	ok	0	137.4464614391327	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_153459/model_runtime.tsv
low-only	1	11	Fexofenadine_MPO	ok	0	241.71887731552124	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_153510/model_runtime.tsv
low-only	1	12	Ranolazine_MPO	ok	0	138.6720006465912	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_153505/model_runtime.tsv
low-only	1	13	Perindopril_MPO	ok	0	244.54420685768127	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_13_Perindopril_MPO/compare_GuacaMol_20260824_153514/model_runtime.tsv
low-only	1	14	Amlodipine_MPO	ok	0	217.18428945541382	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_153526/model_runtime.tsv
low-only	1	15	Sitagliptin_MPO	ok	0	190.13554215431213	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_153520/model_runtime.tsv
low-only	1	16	Zaleplon_MPO	ok	0	133.2486093044281	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_153523/model_runtime.tsv
low-only	1	17	Valsartan_smarts	ok	0	150.50798296928406	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_17_Valsartan_smarts/compare_GuacaMol_20260824_153523/model_runtime.tsv
low-only	1	18	Deco_hop	ok	0	172.29383540153503	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_18_Deco_hop/compare_GuacaMol_20260824_153532/model_runtime.tsv
low-only	1	19	Scaffold_hop	ok	0	193.10309147834778	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_19_Scaffold_hop/compare_GuacaMol_20260824_153535/model_runtime.tsv
low-only	1	1	Troglitazone_rediscovery	ok	0	165.7090802192688	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_153409/model_runtime.tsv
low-only	1	2	Thiothixene_rediscovery	ok	0	189.44008493423462	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_153416/model_runtime.tsv
low-only	1	3	Aripiprazole_similarity	ok	0	178.61038088798523	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_153420/model_runtime.tsv
low-only	1	4	Albuterol_similarity	ok	0	162.86568975448608	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_4_Albuterol_similarity/compare_GuacaMol_20260824_153429/model_runtime.tsv
low-only	1	5	Mestranol_similarity	ok	0	182.91472053527832	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_5_Mestranol_similarity/compare_GuacaMol_20260824_153428/model_runtime.tsv
low-only	1	6	C11H24	ok	0	135.95629239082336	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_6_C11H24/compare_GuacaMol_20260824_153428/model_runtime.tsv
low-only	1	7	C9H10N2O2PF2Cl	ok	0	122.56526732444763	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_153423/model_runtime.tsv
low-only	1	8	Median_molecules_1	ok	0	186.36270880699158	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_8_Median_molecules_1/compare_GuacaMol_20260824_153434/model_runtime.tsv
low-only	1	9	Median_molecules_2	ok	0	142.50520300865173	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_1/task_9_Median_molecules_2/compare_GuacaMol_20260824_153456/model_runtime.tsv
low-only	2	0	Celecoxib_rediscovery	ok	0	174.0291838645935	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_153540/model_runtime.tsv
low-only	2	10	Osimertinib_MPO	ok	0	138.66081714630127	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_153630/model_runtime.tsv
low-only	2	11	Fexofenadine_MPO	ok	0	224.56132102012634	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_153642/model_runtime.tsv
low-only	2	12	Ranolazine_MPO	ok	0	148.31043601036072	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_153645/model_runtime.tsv
low-only	2	13	Perindopril_MPO	ok	0	245.29753875732422	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_13_Perindopril_MPO/compare_GuacaMol_20260824_153658/model_runtime.tsv
low-only	2	14	Amlodipine_MPO	ok	0	267.35360741615295	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_153659/model_runtime.tsv
low-only	2	15	Sitagliptin_MPO	ok	0	192.93772888183594	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_153705/model_runtime.tsv
low-only	2	16	Zaleplon_MPO	ok	0	136.53537392616272	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_153720/model_runtime.tsv
low-only	2	17	Valsartan_smarts	ok	0	201.17521786689758	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_17_Valsartan_smarts/compare_GuacaMol_20260824_153718/model_runtime.tsv
low-only	2	18	Deco_hop	ok	0	255.06514024734497	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_18_Deco_hop/compare_GuacaMol_20260824_153718/model_runtime.tsv
low-only	2	19	Scaffold_hop	ok	0	192.00505709648132	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_19_Scaffold_hop/compare_GuacaMol_20260824_153723/model_runtime.tsv
low-only	2	1	Troglitazone_rediscovery	ok	0	181.6135573387146	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_153549/model_runtime.tsv
low-only	2	2	Thiothixene_rediscovery	ok	0	170.04081749916077	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_153548/model_runtime.tsv
low-only	2	3	Aripiprazole_similarity	ok	0	716.8971583843231	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_153557/model_runtime.tsv
low-only	2	4	Albuterol_similarity	ok	0	207.94057512283325	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_4_Albuterol_similarity/compare_GuacaMol_20260824_153605/model_runtime.tsv
low-only	2	5	Mestranol_similarity	ok	0	174.77742433547974	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_5_Mestranol_similarity/compare_GuacaMol_20260824_153620/model_runtime.tsv
low-only	2	6	C11H24	ok	0	129.4800992012024	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_6_C11H24/compare_GuacaMol_20260824_153615/model_runtime.tsv
low-only	2	7	C9H10N2O2PF2Cl	ok	0	161.57492327690125	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_153615/model_runtime.tsv
low-only	2	8	Median_molecules_1	ok	0	178.2169210910797	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_8_Median_molecules_1/compare_GuacaMol_20260824_153627/model_runtime.tsv
low-only	2	9	Median_molecules_2	ok	0	184.35883212089539	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_2/task_9_Median_molecules_2/compare_GuacaMol_20260824_153626/model_runtime.tsv
low-only	3	0	Celecoxib_rediscovery	ok	0	202.51834654808044	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_153732/model_runtime.tsv
low-only	3	10	Osimertinib_MPO	ok	0	158.58945608139038	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_153806/model_runtime.tsv
low-only	3	11	Fexofenadine_MPO	ok	0	247.2615933418274	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_153836/model_runtime.tsv
low-only	3	12	Ranolazine_MPO	ok	0	136.97646927833557	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_153830/model_runtime.tsv
low-only	3	13	Perindopril_MPO	ok	0	244.28222823143005	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_13_Perindopril_MPO/compare_GuacaMol_20260824_153835/model_runtime.tsv
low-only	3	14	Amlodipine_MPO	ok	0	223.51828289031982	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_14_Amlodipine_MPO/compare_GuacaMol_20260824_153844/model_runtime.tsv
low-only	3	15	Sitagliptin_MPO	ok	0	186.5848000049591	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_15_Sitagliptin_MPO/compare_GuacaMol_20260824_153844/model_runtime.tsv
low-only	3	16	Zaleplon_MPO	ok	0	158.16974806785583	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_16_Zaleplon_MPO/compare_GuacaMol_20260824_153858/model_runtime.tsv
low-only	3	17	Valsartan_smarts	ok	0	155.22548031806946	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_17_Valsartan_smarts/compare_GuacaMol_20260824_153900/model_runtime.tsv
low-only	3	18	Deco_hop	ok	0	173.17244386672974	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_18_Deco_hop/compare_GuacaMol_20260824_153854/model_runtime.tsv
low-only	3	19	Scaffold_hop	ok	0	197.42344856262207	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_19_Scaffold_hop/compare_GuacaMol_20260824_153905/model_runtime.tsv
low-only	3	1	Troglitazone_rediscovery	ok	0	201.65792322158813	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_1_Troglitazone_rediscovery/compare_GuacaMol_20260824_153732/model_runtime.tsv
low-only	3	2	Thiothixene_rediscovery	ok	0	192.02436566352844	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_2_Thiothixene_rediscovery/compare_GuacaMol_20260824_153729/model_runtime.tsv
low-only	3	3	Aripiprazole_similarity	ok	0	178.63095259666443	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_3_Aripiprazole_similarity/compare_GuacaMol_20260824_153738/model_runtime.tsv
low-only	3	4	Albuterol_similarity	ok	0	160.47910261154175	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_4_Albuterol_similarity/compare_GuacaMol_20260824_153737/model_runtime.tsv
low-only	3	5	Mestranol_similarity	ok	0	176.99922108650208	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_5_Mestranol_similarity/compare_GuacaMol_20260824_153743/model_runtime.tsv
low-only	3	6	C11H24	ok	0	115.47055125236511	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_6_C11H24/compare_GuacaMol_20260824_153741/model_runtime.tsv
low-only	3	7	C9H10N2O2PF2Cl	ok	0	140.04118537902832	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_7_C9H10N2O2PF2Cl/compare_GuacaMol_20260824_153750/model_runtime.tsv
low-only	3	8	Median_molecules_1	ok	0	169.29728770256042	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_8_Median_molecules_1/compare_GuacaMol_20260824_153752/model_runtime.tsv
low-only	3	9	Median_molecules_2	ok	0	155.98135709762573	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_3/task_9_Median_molecules_2/compare_GuacaMol_20260824_153753/model_runtime.tsv
low-only	4	0	Celecoxib_rediscovery	ok	0	175.75795221328735	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_0_Celecoxib_rediscovery/compare_GuacaMol_20260824_153903/model_runtime.tsv
low-only	4	10	Osimertinib_MPO	ok	0	143.47540950775146	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_10_Osimertinib_MPO/compare_GuacaMol_20260824_153949/model_runtime.tsv
low-only	4	11	Fexofenadine_MPO	ok	0	278.6842122077942	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_11_Fexofenadine_MPO/compare_GuacaMol_20260824_154022/model_runtime.tsv
low-only	4	12	Ranolazine_MPO	ok	0	154.42079138755798	/ibex/scratch/colleoe/spectralMol/guacamol_frequency_ablation_merged_20260824_150715/low-only/seed_4/task_12_Ranolazine_MPO/compare_GuacaMol_20260824_154028/model_runtime.tsv
