threshold	method	successful_replicates	n_expected_seeds	modes_mean	modes_std	yield_mean	yield_std	qed_mean	qed_std	sa_mean	sa_std	molwt_mean	molwt_std	pooled_qed_mean	pooled_qed_std	pooled_sa_mean	pooled_sa_std	pooled_molwt_mean	pooled_molwt_std	source
-9.0	SpectralMol	10	10	94.9	11.51279481465923	316.2	38.052011189364954	0.8527961869403416	0.010462657678753045	2.657943633724588	0.03727670017092411	312.40672637305113	5.219014117148238	0.8531484057356725	0.04166506172443064	2.656194998308765	0.25935169087109844	312.09022264389625	22.89213972413686	
-10.0	SpectralMol	10	10	8.1	2.998147576235848	12.9	6.935416353759881	0.8387202631249809	0.02332012471142791	2.620034322299785	0.12159698377835944	309.6073344211344	7.0965501646322355	0.840205896329383	0.0467038371487343	2.6132425266252746	0.2793266483955922	309.1743953488372	17.079394142878492	
