threshold	seed	budget	strategy	population_stage	rank_by_scalar	smiles	scaffold	scalar_objective	docking_raw	qed	sa	molwt	decode_reason	macro_count	source_file
-9.0	8	1000	theta_nsga2_multiobjective	archive	450	C=C(Cl)c1nnccc1OCc1ccc(C(F)(F)F)cc1	c1ccc(COc2ccnnc2)cc1	0.6744992136955261	-9.2	0.8443973450023704	2.573996670830045	314.69399999999996	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	4	PORTABLE_USER_ROOT/spectralMol/merged_fresh_repro_20260818_083101/saturn_table8_v119/20260819_104640/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed8/runs/budget_1000/seed_8/theta_nsga2_multiobjective/molecules_all.csv
-9.0	8	1000	theta_nsga2_multiobjective	archive	452	O=C(Cc1ccc(F)cc1)Nc1ccccc1N1CCCCOCNC1	O=C(Cc1ccccc1)Nc1ccccc1N1CCCCOCNC1	0.674316942691803	-9.4	0.8827727714042223	2.839508673743344	357.42900000000026	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	1	PORTABLE_USER_ROOT/spectralMol/merged_fresh_repro_20260818_083101/saturn_table8_v119/20260819_104640/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed8/runs/budget_1000/seed_8/theta_nsga2_multiobjective/molecules_all.csv
-9.0	8	1000	theta_nsga2_multiobjective	archive	455	CC(=C=O)c1ncccc1OCc1ccc(C(F)(F)F)cc1	c1ccc(COc2cccnc2)cc1	0.6741493940353394	-9.5	0.8038419879009948	2.4846948578172743	307.27099999999996	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	PORTABLE_USER_ROOT/spectralMol/merged_fresh_repro_20260818_083101/saturn_table8_v119/20260819_104640/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed8/runs/budget_1000/seed_8/theta_nsga2_multiobjective/molecules_all.csv
-9.0	8	1000	theta_nsga2_multiobjective	archive	457	N=C=Cc1cnccc1OCc1ccc(C(F)(F)F)cc1	c1ccc(COc2ccncc2)cc1	0.6740735769271851	-9.1	0.8674675651278343	2.657668913782885	292.25999999999993	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	PORTABLE_USER_ROOT/spectralMol/merged_fresh_repro_20260818_083101/saturn_table8_v119/20260819_104640/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed8/runs/budget_1000/seed_8/theta_nsga2_multiobjective/molecules_all.csv
-9.0	8	1000	theta_nsga2_multiobjective	archive	458	CC(=N)c1cnccc1CCc1ccc(C(O)(F)F)cc1	c1ccc(CCc2ccncc2)cc1	0.6740570664405823	-9.7	0.8301049293248185	2.7043224002730177	290.313	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	2	PORTABLE_USER_ROOT/spectralMol/merged_fresh_repro_20260818_083101/saturn_table8_v119/20260819_104640/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed8/runs/budget_1000/seed_8/theta_nsga2_multiobjective/molecules_all.csv
-9.0	8	1000	theta_nsga2_multiobjective	archive	459	N=C=C(Cl)c1ncncc1OCc1ccc(C(F)(F)F)cc1	c1ccc(COc2cncnc2)cc1	0.6740185618400574	-9.7	0.8662991468046395	2.8767679977920526	327.693	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	4	PORTABLE_USER_ROOT/spectralMol/merged_fresh_repro_20260818_083101/saturn_table8_v119/20260819_104640/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed8/runs/budget_1000/seed_8/theta_nsga2_multiobjective/molecules_all.csv
-9.0	8	1000	theta_nsga2_multiobjective	archive	460	CNC(=C=N)c1ccccc1Cc1ccc(C(F)(F)F)cc1	c1ccc(Cc2ccccc2)cc1	0.6739739775657654	-9.6	0.8195054343634762	2.613688804853844	304.31499999999994	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	PORTABLE_USER_ROOT/spectralMol/merged_fresh_repro_20260818_083101/saturn_table8_v119/20260819_104640/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed8/runs/budget_1000/seed_8/theta_nsga2_multiobjective/molecules_all.csv
-9.0	8	1000	theta_nsga2_multiobjective	archive	464	N=C=C(N)c1cnccc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2ccncc2)cc1	0.6738969087600708	-9.5	0.8500226270712562	2.731360683794575	305.30299999999994	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	PORTABLE_USER_ROOT/spectralMol/merged_fresh_repro_20260818_083101/saturn_table8_v119/20260819_104640/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed8/runs/budget_1000/seed_8/theta_nsga2_multiobjective/molecules_all.csv
-9.0	8	1000	theta_nsga2_multiobjective	archive	467	N=Cc1cnncc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2ccnnc2)cc1	0.673798143863678	-9.4	0.8730694330404631	2.8047476635233064	279.26499999999993	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	PORTABLE_USER_ROOT/spectralMol/merged_fresh_repro_20260818_083101/saturn_table8_v119/20260819_104640/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed8/runs/budget_1000/seed_8/theta_nsga2_multiobjective/molecules_all.csv
-9.0	8	1000	theta_nsga2_multiobjective	archive	469	CC(=C=O)Nc1ncccc1Cc1ccc(C(F)(F)F)cc1	c1ccc(Cc2cccnc2)cc1	0.6737805604934692	-9.1	0.8727277794343771	2.6886600532775518	306.287	THETA_LATE_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	PORTABLE_USER_ROOT/spectralMol/merged_fresh_repro_20260818_083101/saturn_table8_v119/20260819_104640/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed8/runs/budget_1000/seed_8/theta_nsga2_multiobjective/molecules_all.csv
-9.0	8	1000	theta_nsga2_multiobjective	archive	470	CC(=C=O)c1nnccc1OCc1ccc(C(F)(F)F)cc1	c1ccc(COc2ccnnc2)cc1	0.673773467540741	-10.0	0.8131898266709209	2.7319644668967182	308.25899999999996	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	PORTABLE_USER_ROOT/spectralMol/merged_fresh_repro_20260818_083101/saturn_table8_v119/20260819_104640/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed8/runs/budget_1000/seed_8/theta_nsga2_multiobjective/molecules_all.csv
-9.0	8	1000	theta_nsga2_multiobjective	archive	473	O=C(Nc1ccccc1N1CCCCCCOC1)Oc1ccc(F)cc1	O=C(Nc1ccccc1N1CCCCCCOC1)Oc1ccccc1	0.6737121343612671	-9.2	0.8569158003845057	2.652704017872896	358.41299999999995	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	1	PORTABLE_USER_ROOT/spectralMol/merged_fresh_repro_20260818_083101/saturn_table8_v119/20260819_104640/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed8/runs/budget_1000/seed_8/theta_nsga2_multiobjective/molecules_all.csv
-9.0	8	1000	theta_nsga2_multiobjective	archive	477	O=C(Cl)c1cnncc1CCc1ccc(C(F)(F)F)cc1	c1ccc(CCc2ccnnc2)cc1	0.6736775040626526	-9.6	0.8088636139103667	2.5623969360820382	314.69399999999996	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	4	PORTABLE_USER_ROOT/spectralMol/merged_fresh_repro_20260818_083101/saturn_table8_v119/20260819_104640/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed8/runs/budget_1000/seed_8/theta_nsga2_multiobjective/molecules_all.csv
-9.0	8	1000	theta_nsga2_multiobjective	archive	479	O=C=Cc1ccccc1Cc1ccc(C(F)(F)F)cc1	c1ccc(Cc2ccccc2)cc1	0.6736459732055664	-9.7	0.7698960743149342	2.3774479382485794	276.25699999999995	THETA_GENERATED_HIT_SITE_SCAN:OK:CHEAP_PRESELECT	3	PORTABLE_USER_ROOT/spectralMol/merged_fresh_repro_20260818_083101/saturn_table8_v119/20260819_104640/table8_v118_strict_mode_cap_v119/saturn_theta_nsga2_budget1000_seed8/runs/budget_1000/seed_8/theta_nsga2_multiobjective/molecules_all.csv
